NUMERO_REGISTRO_PRODUTO,DATA_DE_CONSUMO,QUANTIDADE_SAIDA,PREDICAO_MEDIA_MOVEL,PREDICAO_DEEPAR,VALORES,DATA_REFERENCIA,CUSTO_MEDIA_MOVEL,CUSTO_DEEPAR
102350831,2020-09-30,3,21,-9999999999,4113,2021-08-03,86373,0
102350831,2020-10-31,33,12,-9999999999,4113,2021-08-03,49356,0
102350831,2020-11-30,53,19,-9999999999,4113,2021-08-03,78147,0
102350831,2020-12-31,22,29,-9999999999,4113,2021-08-03,119277,0
102350831,2021-01-31,51,36,-9999999999,4113,2021-08-03,148068,0
102350831,2021-02-28,22,42,-9999999999,4113,2021-08-03,172746,0
102350831,2021-03-31,27,31,-9999999999,4113,2021-08-03,127503,0
102350831,2021-04-30,26,33,-9999999999,4113,2021-08-03,135729,0
102350831,2021-05-31,16,25,-9999999999,4113,2021-08-03,102825,0
102350831,2021-06-30,50,23,-9999999999,4113,2021-08-03,94599,0
102350831,2021-07-31,45,30,-9999999999,4113,2021-08-03,123390,0
102350831,2021-08-31,5,37,-9999999999,4113,2021-08-03,152181,0
102350831,2021-09-30,58,33,-9999999999,4113,2021-08-03,135729,0
102350831,2021-10-31,17,36,-9999999999,4113,2021-08-03,148068,0
102350831,2021-11-30,9,26,17,4113,2021-08-03,106938,69921
102350831,2021-12-31,13,28,18,4113,2021-08-03,115164,74034
102350831,2022-01-31,8,13,22,4113,2021-08-03,53469,90486
102350840,2020-02-29,42,-9999999999,-9999999999,1261,2021-07-14,0,0
102350840,2020-03-31,44,-9999999999,-9999999999,1261,2021-07-14,0,0
102350840,2020-04-30,27,-9999999999,-9999999999,1261,2021-07-14,0,0
102350840,2020-05-31,23,37,-9999999999,1261,2021-07-14,46657,0
102350840,2020-06-30,9,31,-9999999999,1261,2021-07-14,39091,0
102350840,2020-07-31,13,19,-9999999999,1261,2021-07-14,23959,0
102350840,2020-08-31,5,15,-9999999999,1261,2021-07-14,18915,0
102350840,2020-09-30,32,9,-9999999999,1261,2021-07-14,11349,0
102350840,2020-10-31,28,16,-9999999999,1261,2021-07-14,20176,0
102350840,2020-11-30,8,21,-9999999999,1261,2021-07-14,26481,0
102350840,2020-12-31,2,22,-9999999999,1261,2021-07-14,27742,0
102350840,2021-01-31,29,12,-9999999999,1261,2021-07-14,15132,0
102350840,2021-02-28,41,13,-9999999999,1261,2021-07-14,16393,0
102350840,2021-03-31,36,24,-9999999999,1261,2021-07-14,30264,0
102350840,2021-04-30,16,35,-9999999999,1261,2021-07-14,44135,0
102350840,2021-05-31,20,31,-9999999999,1261,2021-07-14,39091,0
102350840,2021-06-30,10,24,-9999999999,1261,2021-07-14,30264,0
102350840,2021-07-31,16,15,-9999999999,1261,2021-07-14,18915,0
102350840,2021-08-31,36,15,-9999999999,1261,2021-07-14,18915,0
102350840,2021-09-30,57,20,-9999999999,1261,2021-07-14,25220,0
102350840,2021-10-31,14,36,-9999999999,1261,2021-07-14,45396,0
102350840,2021-11-30,60,35,21,1261,2021-07-14,44135,26481
102350840,2021-12-31,23,43,20,1261,2021-07-14,54223,25220
102350840,2022-01-31,40,32,23,1261,2021-07-14,40352,29003
102350867,2020-02-29,16,-9999999999,-9999999999,1803,2021-09-23,0,0
102350867,2020-03-31,19,-9999999999,-9999999999,1803,2021-09-23,0,0
102350867,2020-04-30,3,-9999999999,-9999999999,1803,2021-09-23,0,0
102350867,2020-05-31,20,12,-9999999999,1803,2021-09-23,21636,0
102350867,2020-06-30,32,14,-9999999999,1803,2021-09-23,25242,0
102350867,2020-07-31,12,18,-9999999999,1803,2021-09-23,32454,0
102350867,2020-08-31,35,21,-9999999999,1803,2021-09-23,37863,0
102350867,2020-09-30,23,26,-9999999999,1803,2021-09-23,46878,0
102350867,2020-10-31,14,23,-9999999999,1803,2021-09-23,41469,0
102350867,2020-11-30,25,24,-9999999999,1803,2021-09-23,43272,0
102350867,2020-12-31,10,20,-9999999999,1803,2021-09-23,36060,0
102350867,2021-01-31,3,16,-9999999999,1803,2021-09-23,28848,0
102350867,2021-02-28,31,12,-9999999999,1803,2021-09-23,21636,0
102350867,2021-03-31,3,14,-9999999999,1803,2021-09-23,25242,0
102350867,2021-04-30,12,12,-9999999999,1803,2021-09-23,21636,0
102350867,2021-05-31,39,15,-9999999999,1803,2021-09-23,27045,0
102350867,2021-06-30,12,18,-9999999999,1803,2021-09-23,32454,0
102350867,2021-07-31,2,21,-9999999999,1803,2021-09-23,37863,0
102350867,2021-08-31,15,17,-9999999999,1803,2021-09-23,30651,0
102350867,2021-09-30,3,9,-9999999999,1803,2021-09-23,16227,0
102350867,2021-10-31,37,6,-9999999999,1803,2021-09-23,10818,0
102350867,2021-11-30,39,18,14,1803,2021-09-23,32454,25242
102350867,2021-12-31,19,26,18,1803,2021-09-23,46878,32454
102350867,2022-01-31,7,31,18,1803,2021-09-23,55893,32454
102350886,2020-02-29,52,-9999999999,-9999999999,4018,2021-07-22,0,0
102350886,2020-03-31,19,-9999999999,-9999999999,4018,2021-07-22,0,0
102350886,2020-04-30,53,-9999999999,-9999999999,4018,2021-07-22,0,0
102350886,2020-05-31,2,41,-9999999999,4018,2021-07-22,164738,0
102350886,2020-06-30,12,24,-9999999999,4018,2021-07-22,96432,0
102350886,2020-07-31,12,22,-9999999999,4018,2021-07-22,88396,0
102350886,2020-08-31,34,8,-9999999999,4018,2021-07-22,32144,0
102350886,2020-09-30,24,19,-9999999999,4018,2021-07-22,76342,0
102350886,2020-10-31,53,23,-9999999999,4018,2021-07-22,92414,0
102350886,2020-11-30,13,37,-9999999999,4018,2021-07-22,148666,0
102350886,2020-12-31,17,30,-9999999999,4018,2021-07-22,120540,0
102350886,2021-01-31,1,27,-9999999999,4018,2021-07-22,108486,0
102350886,2021-02-28,69,10,-9999999999,4018,2021-07-22,40180,0
102350886,2021-03-31,5,29,-9999999999,4018,2021-07-22,116522,0
102350886,2021-04-30,18,25,-9999999999,4018,2021-07-22,100450,0
102350886,2021-05-31,42,30,-9999999999,4018,2021-07-22,120540,0
102350886,2021-06-30,20,21,-9999999999,4018,2021-07-22,84378,0
102350886,2021-07-31,25,26,-9999999999,4018,2021-07-22,104468,0
102350886,2021-08-31,5,29,-9999999999,4018,2021-07-22,116522,0
102350886,2021-09-30,9,16,-9999999999,4018,2021-07-22,64288,0
102350886,2021-10-31,20,13,-9999999999,4018,2021-07-22,52234,0
102350886,2021-11-30,6,11,21,4018,2021-07-22,44198,84378
102350886,2021-12-31,5,11,25,4018,2021-07-22,44198,100450
102350886,2022-01-31,2,10,24,4018,2021-07-22,40180,96432
102350899,2020-02-29,13,-9999999999,-9999999999,3899,2021-09-24,0,0
102350899,2020-03-31,41,-9999999999,-9999999999,3899,2021-09-24,0,0
102350899,2020-04-30,24,-9999999999,-9999999999,3899,2021-09-24,0,0
102350899,2020-05-31,29,26,-9999999999,3899,2021-09-24,101374,0
102350899,2020-06-30,17,31,-9999999999,3899,2021-09-24,120869,0
102350899,2020-07-31,13,23,-9999999999,3899,2021-09-24,89677,0
102350899,2020-08-31,12,19,-9999999999,3899,2021-09-24,74081,0
102350899,2020-09-30,14,14,-9999999999,3899,2021-09-24,54586,0
102350899,2020-10-31,5,13,-9999999999,3899,2021-09-24,50687,0
102350899,2020-11-30,8,10,-9999999999,3899,2021-09-24,38990,0
102350899,2020-12-31,21,9,-9999999999,3899,2021-09-24,35091,0
102350899,2021-01-31,14,11,-9999999999,3899,2021-09-24,42889,0
102350899,2021-02-28,2,14,-9999999999,3899,2021-09-24,54586,0
102350899,2021-03-31,1,12,-9999999999,3899,2021-09-24,46788,0
102350899,2021-04-30,28,5,-9999999999,3899,2021-09-24,19495,0
102350899,2021-05-31,5,10,-9999999999,3899,2021-09-24,38990,0
102350899,2021-06-30,4,11,-9999999999,3899,2021-09-24,42889,0
102350899,2021-07-31,29,12,-9999999999,3899,2021-09-24,46788,0
102350899,2021-08-31,32,12,-9999999999,3899,2021-09-24,46788,0
102350899,2021-09-30,4,21,-9999999999,3899,2021-09-24,81879,0
102350899,2021-10-31,13,21,-9999999999,3899,2021-09-24,81879,0
102350899,2021-11-30,69,16,17,3899,2021-09-24,62384,66283
102350899,2021-12-31,1,28,18,3899,2021-09-24,109172,70182
102350899,2022-01-31,2,27,19,3899,2021-09-24,105273,74081
102350918,2020-02-29,38,-9999999999,-9999999999,3560,2021-10-04,0,0
102350918,2020-03-31,27,-9999999999,-9999999999,3560,2021-10-04,0,0
102350918,2020-04-30,8,-9999999999,-9999999999,3560,2021-10-04,0,0
102350918,2020-05-31,16,24,-9999999999,3560,2021-10-04,85440,0
102350918,2020-06-30,6,17,-9999999999,3560,2021-10-04,60520,0
102350918,2020-07-31,16,10,-9999999999,3560,2021-10-04,35600,0
102350918,2020-08-31,0,12,-9999999999,3560,2021-10-04,42720,0
102350918,2020-09-30,65,7,-9999999999,3560,2021-10-04,24920,0
102350918,2020-10-31,3,27,-9999999999,3560,2021-10-04,96120,0
102350918,2020-11-30,3,22,-9999999999,3560,2021-10-04,78320,0
102350918,2020-12-31,0,23,-9999999999,3560,2021-10-04,81880,0
102350918,2021-01-31,19,2,-9999999999,3560,2021-10-04,7120,0
102350918,2021-02-28,9,7,-9999999999,3560,2021-10-04,24920,0
102350918,2021-03-31,0,9,-9999999999,3560,2021-10-04,32040,0
102350918,2021-04-30,16,9,-9999999999,3560,2021-10-04,32040,0
102350918,2021-05-31,41,8,-9999999999,3560,2021-10-04,28480,0
102350918,2021-06-30,15,19,-9999999999,3560,2021-10-04,67640,0
102350918,2021-07-31,3,24,-9999999999,3560,2021-10-04,85440,0
102350918,2021-08-31,2,19,-9999999999,3560,2021-10-04,67640,0
102350918,2021-09-30,13,6,-9999999999,3560,2021-10-04,21360,0
102350918,2021-10-31,22,6,-9999999999,3560,2021-10-04,21360,0
102350918,2021-11-30,8,12,16,3560,2021-10-04,42720,56960
102350918,2021-12-31,2,14,19,3560,2021-10-04,49840,67640
102350918,2022-01-31,5,10,19,3560,2021-10-04,35600,67640
102350920,2020-02-29,6,-9999999999,-9999999999,2496,2021-11-20,0,0
102350920,2020-03-31,7,-9999999999,-9999999999,2496,2021-11-20,0,0
102350920,2020-04-30,9,-9999999999,-9999999999,2496,2021-11-20,0,0
102350920,2020-05-31,21,7,-9999999999,2496,2021-11-20,17472,0
102350920,2020-06-30,4,12,-9999999999,2496,2021-11-20,29952,0
102350920,2020-07-31,38,11,-9999999999,2496,2021-11-20,27456,0
102350920,2020-08-31,9,21,-9999999999,2496,2021-11-20,52416,0
102350920,2020-09-30,13,17,-9999999999,2496,2021-11-20,42432,0
102350920,2020-10-31,24,20,-9999999999,2496,2021-11-20,49920,0
102350920,2020-11-30,10,15,-9999999999,2496,2021-11-20,37440,0
102350920,2020-12-31,43,15,-9999999999,2496,2021-11-20,37440,0
102350920,2021-01-31,23,25,-9999999999,2496,2021-11-20,62400,0
102350920,2021-02-28,14,25,-9999999999,2496,2021-11-20,62400,0
102350920,2021-03-31,17,26,-9999999999,2496,2021-11-20,64896,0
102350920,2021-04-30,13,18,-9999999999,2496,2021-11-20,44928,0
102350920,2021-05-31,38,14,-9999999999,2496,2021-11-20,34944,0
102350920,2021-06-30,10,22,-9999999999,2496,2021-11-20,54912,0
102350920,2021-07-31,16,20,-9999999999,2496,2021-11-20,49920,0
102350920,2021-08-31,9,21,-9999999999,2496,2021-11-20,52416,0
102350920,2021-09-30,6,11,-9999999999,2496,2021-11-20,27456,0
102350920,2021-10-31,44,10,-9999999999,2496,2021-11-20,24960,0
102350920,2021-11-30,19,19,18,2496,2021-11-20,47424,44928
102350920,2021-12-31,0,23,15,2496,2021-11-20,57408,37440
102350920,2022-01-31,24,21,16,2496,2021-11-20,52416,39936
102350936,2020-02-29,12,-9999999999,-9999999999,4841,2021-09-02,0,0
102350936,2020-03-31,35,-9999999999,-9999999999,4841,2021-09-02,0,0
102350936,2020-04-30,18,-9999999999,-9999999999,4841,2021-09-02,0,0
102350936,2020-05-31,1,21,-9999999999,4841,2021-09-02,101661,0
102350936,2020-06-30,20,18,-9999999999,4841,2021-09-02,87138,0
102350936,2020-07-31,16,13,-9999999999,4841,2021-09-02,62933,0
102350936,2020-08-31,18,12,-9999999999,4841,2021-09-02,58092,0
102350936,2020-09-30,7,18,-9999999999,4841,2021-09-02,87138,0
102350936,2020-10-31,14,13,-9999999999,4841,2021-09-02,62933,0
102350936,2020-11-30,0,13,-9999999999,4841,2021-09-02,62933,0
102350936,2020-12-31,17,7,-9999999999,4841,2021-09-02,33887,0
102350936,2021-01-31,1,10,-9999999999,4841,2021-09-02,48410,0
102350936,2021-02-28,30,6,-9999999999,4841,2021-09-02,29046,0
102350936,2021-03-31,5,16,-9999999999,4841,2021-09-02,77456,0
102350936,2021-04-30,12,12,-9999999999,4841,2021-09-02,58092,0
102350936,2021-05-31,88,15,-9999999999,4841,2021-09-02,72615,0
102350936,2021-06-30,27,35,-9999999999,4841,2021-09-02,169435,0
102350936,2021-07-31,18,42,-9999999999,4841,2021-09-02,203322,0
102350936,2021-08-31,38,44,-9999999999,4841,2021-09-02,213004,0
102350936,2021-09-30,8,27,-9999999999,4841,2021-09-02,130707,0
102350936,2021-10-31,33,21,-9999999999,4841,2021-09-02,101661,0
102350936,2021-11-30,17,26,18,4841,2021-09-02,125866,87138
102350936,2021-12-31,28,19,18,4841,2021-09-02,91979,87138
102350936,2022-01-31,9,26,16,4841,2021-09-02,125866,77456
102350937,2020-02-29,6,-9999999999,-9999999999,2310,2021-07-30,0,0
102350937,2020-03-31,9,-9999999999,-9999999999,2310,2021-07-30,0,0
102350937,2020-04-30,17,-9999999999,-9999999999,2310,2021-07-30,0,0
102350937,2020-05-31,2,10,-9999999999,2310,2021-07-30,23100,0
102350937,2020-06-30,41,9,-9999999999,2310,2021-07-30,20790,0
102350937,2020-07-31,43,20,-9999999999,2310,2021-07-30,46200,0
102350937,2020-08-31,67,28,-9999999999,2310,2021-07-30,64680,0
102350937,2020-09-30,3,50,-9999999999,2310,2021-07-30,115500,0
102350937,2020-10-31,6,37,-9999999999,2310,2021-07-30,85470,0
102350937,2020-11-30,9,25,-9999999999,2310,2021-07-30,57750,0
102350937,2020-12-31,0,6,-9999999999,2310,2021-07-30,13860,0
102350937,2021-01-31,22,5,-9999999999,2310,2021-07-30,11550,0
102350937,2021-02-28,35,10,-9999999999,2310,2021-07-30,23100,0
102350937,2021-03-31,3,19,-9999999999,2310,2021-07-30,43890,0
102350937,2021-04-30,18,20,-9999999999,2310,2021-07-30,46200,0
102350937,2021-05-31,9,18,-9999999999,2310,2021-07-30,41580,0
102350937,2021-06-30,5,10,-9999999999,2310,2021-07-30,23100,0
102350937,2021-07-31,15,10,-9999999999,2310,2021-07-30,23100,0
102350937,2021-08-31,10,9,-9999999999,2310,2021-07-30,20790,0
102350937,2021-09-30,37,10,-9999999999,2310,2021-07-30,23100,0
102350937,2021-10-31,12,20,-9999999999,2310,2021-07-30,46200,0
102350937,2021-11-30,12,19,17,2310,2021-07-30,43890,39270
102350937,2021-12-31,6,20,17,2310,2021-07-30,46200,39270
102350937,2022-01-31,15,10,19,2310,2021-07-30,23100,43890
102350944,2020-02-29,3,-9999999999,-9999999999,3272,2021-11-10,0,0
102350944,2020-03-31,43,-9999999999,-9999999999,3272,2021-11-10,0,0
102350944,2020-04-30,5,-9999999999,-9999999999,3272,2021-11-10,0,0
102350944,2020-05-31,39,17,-9999999999,3272,2021-11-10,55624,0
102350944,2020-06-30,13,29,-9999999999,3272,2021-11-10,94888,0
102350944,2020-07-31,12,19,-9999999999,3272,2021-11-10,62168,0
102350944,2020-08-31,6,21,-9999999999,3272,2021-11-10,68712,0
102350944,2020-09-30,11,10,-9999999999,3272,2021-11-10,32720,0
102350944,2020-10-31,6,9,-9999999999,3272,2021-11-10,29448,0
102350944,2020-11-30,1,7,-9999999999,3272,2021-11-10,22904,0
102350944,2020-12-31,9,6,-9999999999,3272,2021-11-10,19632,0
102350944,2021-01-31,35,5,-9999999999,3272,2021-11-10,16360,0
102350944,2021-02-28,4,15,-9999999999,3272,2021-11-10,49080,0
102350944,2021-03-31,37,16,-9999999999,3272,2021-11-10,52352,0
102350944,2021-04-30,24,25,-9999999999,3272,2021-11-10,81800,0
102350944,2021-05-31,10,21,-9999999999,3272,2021-11-10,68712,0
102350944,2021-06-30,0,23,-9999999999,3272,2021-11-10,75256,0
102350944,2021-07-31,37,11,-9999999999,3272,2021-11-10,35992,0
102350944,2021-08-31,32,15,-9999999999,3272,2021-11-10,49080,0
102350944,2021-09-30,24,23,-9999999999,3272,2021-11-10,75256,0
102350944,2021-10-31,29,31,-9999999999,3272,2021-11-10,101432,0
102350944,2021-11-30,1,28,17,3272,2021-11-10,91616,55624
102350944,2021-12-31,9,18,18,3272,2021-11-10,58896,58896
102350944,2022-01-31,20,13,18,3272,2021-11-10,42536,58896
102350964,2020-02-29,39,-9999999999,-9999999999,4921,2021-08-11,0,0
102350964,2020-03-31,45,-9999999999,-9999999999,4921,2021-08-11,0,0
102350964,2020-04-30,16,-9999999999,-9999999999,4921,2021-08-11,0,0
102350964,2020-05-31,2,33,-9999999999,4921,2021-08-11,162393,0
102350964,2020-06-30,14,21,-9999999999,4921,2021-08-11,103341,0
102350964,2020-07-31,46,10,-9999999999,4921,2021-08-11,49210,0
102350964,2020-08-31,9,20,-9999999999,4921,2021-08-11,98420,0
102350964,2020-09-30,13,23,-9999999999,4921,2021-08-11,113183,0
102350964,2020-10-31,9,22,-9999999999,4921,2021-08-11,108262,0
102350964,2020-11-30,15,10,-9999999999,4921,2021-08-11,49210,0
102350964,2020-12-31,8,12,-9999999999,4921,2021-08-11,59052,0
102350964,2021-01-31,37,10,-9999999999,4921,2021-08-11,49210,0
102350964,2021-02-28,19,20,-9999999999,4921,2021-08-11,98420,0
102350964,2021-03-31,7,21,-9999999999,4921,2021-08-11,103341,0
102350964,2021-04-30,34,21,-9999999999,4921,2021-08-11,103341,0
102350964,2021-05-31,6,20,-9999999999,4921,2021-08-11,98420,0
102350964,2021-06-30,6,15,-9999999999,4921,2021-08-11,73815,0
102350964,2021-07-31,39,15,-9999999999,4921,2021-08-11,73815,0
102350964,2021-08-31,24,17,-9999999999,4921,2021-08-11,83657,0
102350964,2021-09-30,49,23,-9999999999,4921,2021-08-11,113183,0
102350964,2021-10-31,22,37,-9999999999,4921,2021-08-11,182077,0
102350964,2021-11-30,40,31,24,4921,2021-08-11,152551,118104
102350964,2021-12-31,6,37,22,4921,2021-08-11,182077,108262
102350964,2022-01-31,12,22,23,4921,2021-08-11,108262,113183
102350969,2020-02-29,21,-9999999999,-9999999999,3614,2021-09-08,0,0
102350969,2020-03-31,39,-9999999999,-9999999999,3614,2021-09-08,0,0
102350969,2020-04-30,3,-9999999999,-9999999999,3614,2021-09-08,0,0
102350969,2020-05-31,39,21,-9999999999,3614,2021-09-08,75894,0
102350969,2020-06-30,11,27,-9999999999,3614,2021-09-08,97578,0
102350969,2020-07-31,14,17,-9999999999,3614,2021-09-08,61438,0
102350969,2020-08-31,1,21,-9999999999,3614,2021-09-08,75894,0
102350969,2020-09-30,4,8,-9999999999,3614,2021-09-08,28912,0
102350969,2020-10-31,19,6,-9999999999,3614,2021-09-08,21684,0
102350969,2020-11-30,21,8,-9999999999,3614,2021-09-08,28912,0
102350969,2020-12-31,11,14,-9999999999,3614,2021-09-08,50596,0
102350969,2021-01-31,11,17,-9999999999,3614,2021-09-08,61438,0
102350969,2021-02-28,35,14,-9999999999,3614,2021-09-08,50596,0
102350969,2021-03-31,1,19,-9999999999,3614,2021-09-08,68666,0
102350969,2021-04-30,11,15,-9999999999,3614,2021-09-08,54210,0
102350969,2021-05-31,31,15,-9999999999,3614,2021-09-08,54210,0
102350969,2021-06-30,20,14,-9999999999,3614,2021-09-08,50596,0
102350969,2021-07-31,33,20,-9999999999,3614,2021-09-08,72280,0
102350969,2021-08-31,35,28,-9999999999,3614,2021-09-08,101192,0
102350969,2021-09-30,11,29,-9999999999,3614,2021-09-08,104806,0
102350969,2021-10-31,40,26,-9999999999,3614,2021-09-08,93964,0
102350969,2021-11-30,39,28,21,3614,2021-09-08,101192,75894
102350969,2021-12-31,45,30,21,3614,2021-09-08,108420,75894
102350969,2022-01-31,20,41,19,3614,2021-09-08,148174,68666
102350975,2020-02-29,2,-9999999999,-9999999999,3287,2021-09-28,0,0
102350975,2020-03-31,67,-9999999999,-9999999999,3287,2021-09-28,0,0
102350975,2020-04-30,20,-9999999999,-9999999999,3287,2021-09-28,0,0
102350975,2020-05-31,39,29,-9999999999,3287,2021-09-28,95323,0
102350975,2020-06-30,7,42,-9999999999,3287,2021-09-28,138054,0
102350975,2020-07-31,8,22,-9999999999,3287,2021-09-28,72314,0
102350975,2020-08-31,19,18,-9999999999,3287,2021-09-28,59166,0
102350975,2020-09-30,12,11,-9999999999,3287,2021-09-28,36157,0
102350975,2020-10-31,7,13,-9999999999,3287,2021-09-28,42731,0
102350975,2020-11-30,32,12,-9999999999,3287,2021-09-28,39444,0
102350975,2020-12-31,5,17,-9999999999,3287,2021-09-28,55879,0
102350975,2021-01-31,2,14,-9999999999,3287,2021-09-28,46018,0
102350975,2021-02-28,24,13,-9999999999,3287,2021-09-28,42731,0
102350975,2021-03-31,50,10,-9999999999,3287,2021-09-28,32870,0
102350975,2021-04-30,31,25,-9999999999,3287,2021-09-28,82175,0
102350975,2021-05-31,28,35,-9999999999,3287,2021-09-28,115045,0
102350975,2021-06-30,3,36,-9999999999,3287,2021-09-28,118332,0
102350975,2021-07-31,4,20,-9999999999,3287,2021-09-28,65740,0
102350975,2021-08-31,30,11,-9999999999,3287,2021-09-28,36157,0
102350975,2021-09-30,13,12,-9999999999,3287,2021-09-28,39444,0
102350975,2021-10-31,7,15,-9999999999,3287,2021-09-28,49305,0
102350975,2021-11-30,50,16,17,3287,2021-09-28,52592,55879
102350975,2021-12-31,36,23,18,3287,2021-09-28,75601,59166
102350975,2022-01-31,5,31,20,3287,2021-09-28,101897,65740
102350979,2020-02-29,7,-9999999999,-9999999999,206,2021-08-07,0,0
102350979,2020-03-31,15,-9999999999,-9999999999,206,2021-08-07,0,0
102350979,2020-04-30,39,-9999999999,-9999999999,206,2021-08-07,0,0
102350979,2020-05-31,36,20,-9999999999,206,2021-08-07,4120,0
102350979,2020-06-30,36,30,-9999999999,206,2021-08-07,6180,0
102350979,2020-07-31,23,37,-9999999999,206,2021-08-07,7622,0
102350979,2020-08-31,13,31,-9999999999,206,2021-08-07,6386,0
102350979,2020-09-30,14,24,-9999999999,206,2021-08-07,4944,0
102350979,2020-10-31,1,16,-9999999999,206,2021-08-07,3296,0
102350979,2020-11-30,33,9,-9999999999,206,2021-08-07,1854,0
102350979,2020-12-31,37,16,-9999999999,206,2021-08-07,3296,0
102350979,2021-01-31,64,23,-9999999999,206,2021-08-07,4738,0
102350979,2021-02-28,13,44,-9999999999,206,2021-08-07,9064,0
102350979,2021-03-31,24,38,-9999999999,206,2021-08-07,7828,0
102350979,2021-04-30,16,33,-9999999999,206,2021-08-07,6798,0
102350979,2021-05-31,12,17,-9999999999,206,2021-08-07,3502,0
102350979,2021-06-30,46,17,-9999999999,206,2021-08-07,3502,0
102350979,2021-07-31,5,24,-9999999999,206,2021-08-07,4944,0
102350979,2021-08-31,22,21,-9999999999,206,2021-08-07,4326,0
102350979,2021-09-30,51,24,-9999999999,206,2021-08-07,4944,0
102350979,2021-10-31,37,26,-9999999999,206,2021-08-07,5356,0
102350979,2021-11-30,6,36,21,206,2021-08-07,7416,4326
102350979,2021-12-31,18,31,19,206,2021-08-07,6386,3914
102350979,2022-01-31,16,20,20,206,2021-08-07,4120,4120
102350984,2020-02-29,15,-9999999999,-9999999999,1394,2021-10-29,0,0
102350984,2020-03-31,51,-9999999999,-9999999999,1394,2021-10-29,0,0
102350984,2020-04-30,1,-9999999999,-9999999999,1394,2021-10-29,0,0
102350984,2020-05-31,32,22,-9999999999,1394,2021-10-29,30668,0
102350984,2020-06-30,1,28,-9999999999,1394,2021-10-29,39032,0
102350984,2020-07-31,6,11,-9999999999,1394,2021-10-29,15334,0
102350984,2020-08-31,9,13,-9999999999,1394,2021-10-29,18122,0
102350984,2020-09-30,46,5,-9999999999,1394,2021-10-29,6970,0
102350984,2020-10-31,24,20,-9999999999,1394,2021-10-29,27880,0
102350984,2020-11-30,6,26,-9999999999,1394,2021-10-29,36244,0
102350984,2020-12-31,24,25,-9999999999,1394,2021-10-29,34850,0
102350984,2021-01-31,9,18,-9999999999,1394,2021-10-29,25092,0
102350984,2021-02-28,26,13,-9999999999,1394,2021-10-29,18122,0
102350984,2021-03-31,9,19,-9999999999,1394,2021-10-29,26486,0
102350984,2021-04-30,6,14,-9999999999,1394,2021-10-29,19516,0
102350984,2021-05-31,46,13,-9999999999,1394,2021-10-29,18122,0
102350984,2021-06-30,33,20,-9999999999,1394,2021-10-29,27880,0
102350984,2021-07-31,9,28,-9999999999,1394,2021-10-29,39032,0
102350984,2021-08-31,6,29,-9999999999,1394,2021-10-29,40426,0
102350984,2021-09-30,19,16,-9999999999,1394,2021-10-29,22304,0
102350984,2021-10-31,42,11,-9999999999,1394,2021-10-29,15334,0
102350984,2021-11-30,9,22,17,1394,2021-10-29,30668,23698
102350984,2021-12-31,9,23,18,1394,2021-10-29,32062,25092
102350984,2022-01-31,56,20,21,1394,2021-10-29,27880,29274
102350987,2020-02-29,14,-9999999999,-9999999999,3831,2021-08-25,0,0
102350987,2020-03-31,25,-9999999999,-9999999999,3831,2021-08-25,0,0
102350987,2020-04-30,23,-9999999999,-9999999999,3831,2021-08-25,0,0
102350987,2020-05-31,28,20,-9999999999,3831,2021-08-25,76620,0
102350987,2020-06-30,56,25,-9999999999,3831,2021-08-25,95775,0
102350987,2020-07-31,3,35,-9999999999,3831,2021-08-25,134085,0
102350987,2020-08-31,36,29,-9999999999,3831,2021-08-25,111099,0
102350987,2020-09-30,34,31,-9999999999,3831,2021-08-25,118761,0
102350987,2020-10-31,32,24,-9999999999,3831,2021-08-25,91944,0
102350987,2020-11-30,14,34,-9999999999,3831,2021-08-25,130254,0
102350987,2020-12-31,11,26,-9999999999,3831,2021-08-25,99606,0
102350987,2021-01-31,17,19,-9999999999,3831,2021-08-25,72789,0
102350987,2021-02-28,70,14,-9999999999,3831,2021-08-25,53634,0
102350987,2021-03-31,7,32,-9999999999,3831,2021-08-25,122592,0
102350987,2021-04-30,65,31,-9999999999,3831,2021-08-25,118761,0
102350987,2021-05-31,4,47,-9999999999,3831,2021-08-25,180057,0
102350987,2021-06-30,23,25,-9999999999,3831,2021-08-25,95775,0
102350987,2021-07-31,27,30,-9999999999,3831,2021-08-25,114930,0
102350987,2021-08-31,5,18,-9999999999,3831,2021-08-25,68958,0
102350987,2021-09-30,37,18,-9999999999,3831,2021-08-25,68958,0
102350987,2021-10-31,28,23,-9999999999,3831,2021-08-25,88113,0
102350987,2021-11-30,12,23,22,3831,2021-08-25,88113,84282
102350987,2021-12-31,31,25,20,3831,2021-08-25,95775,76620
102350987,2022-01-31,22,23,22,3831,2021-08-25,88113,84282
102350990,2020-02-29,11,-9999999999,-9999999999,4550,2021-07-20,0,0
102350990,2020-03-31,14,-9999999999,-9999999999,4550,2021-07-20,0,0
102350990,2020-04-30,6,-9999999999,-9999999999,4550,2021-07-20,0,0
102350990,2020-05-31,4,10,-9999999999,4550,2021-07-20,45500,0
102350990,2020-06-30,22,8,-9999999999,4550,2021-07-20,36400,0
102350990,2020-07-31,26,10,-9999999999,4550,2021-07-20,45500,0
102350990,2020-08-31,39,17,-9999999999,4550,2021-07-20,77350,0
102350990,2020-09-30,24,29,-9999999999,4550,2021-07-20,131950,0
