NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;DATA_DE_PEDIDO_DO_ITEM;DATA_DE_ENTRADA_DO_ITEM;DATA_VENCIMENTO_REGISTRO;QUANTIDADE;CUSTO_DE_AQUISIÇÃO
105830554;25351049999;CLORIDRATO DE TRAMADOL 50 MG/ML;;25/06/2007;01/06/2012;;
105730439;25351785060;CLORIDRATO DE TRAMADOL+PARACETAMOL;;19/11/2012;01/11/2022;;
100330076;25000001181;CLORIDRATO DE TRAZODONA;;29/11/1996;01/11/2001;;
105250059;25351453013;CLORIDRATO DE TRAZODONA;;09/03/2015;01/03/2025;;
105830789;25351607084;CLORIDRATO DE TRAZODONA;;13/06/2016;01/06/2026;;
126750193;25351619608;CLORIDRATO DE TRAZODONA;;25/07/2016;01/07/2026;;
103700139;25000028251;CLORIDRATO DE TROMANTADINA;;17/10/1996;01/10/2006;;
118610080;25000020926;CLORIDRATO DE VALACICLOVIR;;01/02/2000;01/01/2005;;
102350571;25000030368;CLORIDRATO DE VALACICLOVIR;;20/12/2002;01/12/2012;;
123520227;25351512847;CLORIDRATO DE VALACICLOVIR;;13/05/2013;01/05/2028;;
125760005;25000002177;CLORIDRATO DE VANCOMICINA;;17/03/1997;01/03/2002;;
105430125;25000032324;CLORIDRATO DE VANCOMICINA;;02/04/1998;01/04/2003;;
108580168;25000004172;CLORIDRATO DE VANCOMICINA;;12/07/1999;01/07/2004;;
100430709;25351002227;CLORIDRATO DE VANCOMICINA;;31/03/2000;01/03/2020;;
112130170;25000009411;CLORIDRATO DE VANCOMICINA;;26/12/2000;01/09/2005;;
103700461;25351229962;CLORIDRATO DE VANCOMICINA;;28/04/2005;01/04/2025;;
137640108;25351398690;CLORIDRATO DE VANCOMICINA;;11/02/2008;01/02/2018;;
155620033;25351269875;CLORIDRATO DE VANCOMICINA;;31/08/2009;01/08/2019;;
102700129;25351175725;CLORIDRATO DE VANCOMICINA;;10/01/2011;01/01/2016;;
189000001;25351380722;CLORIDRATO DE VANCOMICINA;;05/09/2011;01/01/2016;;
116370092;25351325290;CLORIDRATO DE VANCOMICINA;;05/08/2013;01/01/2026;;
103460017;25351765866;CLORIDRATO DE VANCOMICINA;;10/02/2016;01/02/2026;;
188300022;25351191727;CLORIDRATO DE VANCOMICINA;;07/08/2017;01/02/2028;;
102351173;25351864714;CLORIDRATO DE VARDENAFILA;;03/10/2016;01/10/2026;;
101810519;25351123223;CLORIDRATO DE VENLAFAXINA;;11/12/2006;01/12/2016;;
102350886;25351368932;CLORIDRATO DE VENLAFAXINA;;25/02/2009;01/02/2019;;
105830590;25351367686;CLORIDRATO DE VENLAFAXINA;;25/02/2009;01/02/2019;;
135690478;25351372578;CLORIDRATO DE VENLAFAXINA;;25/02/2009;01/02/2019;;
167730068;25351441147;CLORIDRATO DE VENLAFAXINA;;25/02/2009;01/02/2019;;
183260132;25351664961;CLORIDRATO DE VENLAFAXINA;;18/05/2015;01/12/2026;;
100431147;25351711347;CLORIDRATO DE VENLAFAXINA;;17/08/2015;01/08/2025;;
100430926;25351143048;CLORIDRATO DE VENLAFAXINA (PORT 344/98 LISTA C1);;18/07/2005;01/07/2020;;
112130379;25351218005;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);;05/11/2007;01/11/2022;;
105730604;25351849214;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);;21/01/2019;01/11/2027;;
105530286;25351002043;CLORIDRATO DE VERAPAMIL;;21/03/2000;01/03/2015;;
100470343;25351025330;CLORIDRATO DE VERAPAMIL;;27/09/2001;01/09/2026;;
146680030;25351037752;CLORIDRATO DE VERAPAMIL;;17/04/2002;01/04/2003;;
103700373;25351003322;CLORIDRATO DE VERAPAMIL;;11/07/2002;01/07/2027;;
146680086;25351038483;CLORIDRATO DE VERAPAMIL;;06/02/2004;01/02/2009;;
102350626;25351024493;CLORIDRATO DE VERAPAMIL;;30/03/2004;01/03/2029;;
105830343;25351024489;CLORIDRATO DE VERAPAMIL;;23/06/2004;01/06/2029;;
107140245;25351096397;CLORIDRATO DE VERAPAMIL;;02/07/2007;01/07/2027;;
105730389;25351822809;CLORIDRATO DE VERAPAMIL;;12/04/2010;01/04/2020;;
124510001;25000049043;CLORIDRATO DE VERAPAMILA;;22/05/2000;01/05/2005;;
102351095;25351435315;CLORIDRATO DE ZIPRASIDONA;;23/12/2013;01/12/2028;;
105830772;25351453771;CLORIDRATO DE ZIPRASIDONA;;23/12/2013;01/12/2018;;
110390171;25351176077;CLORIDRATO DE ZIPRASIDONA;;20/06/2014;01/06/2029;;
126250099;25351649156;CLORIDRATO DE ZIPRASIDONA;;22/09/2014;01/09/2029;;
119610008;25000020530;CLORIDRATO PILOCARPINA + CLORIDRATO METIPRANOLOL;;25/09/2000;01/09/2005;;
108580131;25000025976;CLORIDRATO TETRACICLINA + ANFOTERICINA B;;03/09/1996;01/09/2006;;
167730413;25351607083;CLORIDRATRO DE TRAZODONA;;13/06/2016;01/06/2026;;
102940075;25000012461;CLORIDRTO DE LIDOCAINA;;27/04/1999;01/04/2004;;
115600103;25351025768;CLORIFEN;;06/04/2001;01/04/2006;;
155370056;25351515145;CLORITECAN;;23/10/2017;01/10/2027;;
115600037;25000021537;CLORIZIN;;07/02/2000;01/02/2015;;
105700030;25000011949;CLOROBUTANOL + ACIDO BORICO;;06/02/1997;01/02/2002;;
103022013;25000037558;CLOROQUINA;;14/05/1997;01/05/2002;;
120190078;25000013188;CLOROQUINA;;04/06/1999;01/05/2004;;
112330031;25000016706;CLOROQUINA  DIFOSFATO;;22/08/1997;01/08/2007;;
107140088;25001011533;CLOROQUINA + PRIMAQUINA;;07/05/2001;01/10/2003;;
110630094;25351011580;CLOROQUINA DIFOSFATO;;25/11/2002;01/11/2027;;
120190004;25000013187;CLOROQUINA+PRIMAQUINA;;04/06/2001;01/10/2002;;
107140183;25000004343;CLOROXINA;;11/03/1997;01/03/2002;;
104970155;25001002873;CLORPROMAZ;;26/03/2001;01/09/2025;;
105430107;25000012864;CLORPROMAZINA;;18/12/1996;01/12/2001;;
107140197;25000040952;CLORPROMAZINA;;14/05/1997;01/05/2002;;
104070001;25000010630;CLORPROMAZINA;;05/09/2002;01/09/2007;;
104650121;25000006790;CLORPROMAZINA (PORT 344/98 L-C1);;29/04/1996;01/04/2006;;
116540001;25000017521;CLORPROMINI;;30/01/2001;01/01/2006;;
105430060;25000009364;CLORPROPAMIDA;;13/12/1995;01/12/2005;;
104810068;25000000798;CLORPROPAMIDA;;02/04/1998;01/04/2003;;
105730267;25000002725;CLORPROPAMIDA;;10/05/1999;01/05/2004;;
122590005;25000010403;CLORPROPAMIDA;;15/09/2000;01/09/2005;;
112090019;25000004325;CLORPROPAMIDA;;01/02/2001;01/12/2001;;
104970200;25001002874;CLORPROPAMIN;;31/01/1996;01/01/2006;;
107150105;25000006226;CLORPROPAMINA;;06/12/1995;01/12/2005;;
102350354;25000009873;CLORPROPRAMIDA;;06/12/1995;01/12/2005;;
103080008;25001026828;CLORPROX;;17/07/1986;01/10/2006;;
101160115;25000012962;CLORTALIDONA;;13/12/1995;01/12/2000;;
104970198;25000014515;CLORTALIDONA;;16/02/1996;01/02/2011;;
105730257;25000000350;CLORTALIDONA;;31/12/1998;01/12/2003;;
104650295;25000009991;CLORTALIDONA;;07/05/2001;01/07/2015;;
112830088;25351026754;CLORTALIDONA;;19/06/2002;01/06/2007;;
102350614;25351213161;CLORTALIDONA;;05/05/2003;01/05/2028;;
105830282;25351018223;CLORTALIDONA;;16/09/2003;01/09/2018;;
123520155;25351015198;CLORTALIDONA;;15/10/2003;01/10/2008;;
172870191;25351267925;CLORTALIDONA;;10/01/2011;01/07/2015;;
103920191;25351811556;CLORTALIDONA;;04/02/2019;01/02/2029;;
102350347;25000012581;CLORTALIL;;22/09/1994;01/09/2014;;
135690637;25351680575;CLORTALIL;;02/05/2011;01/09/2019;;
135690691;25351300587;CLORTALIL;;21/11/2016;01/11/2026;;
100470283;25351024751;CLORTALITON;;02/02/2001;01/02/2006;;
104040181;25000015665;CLORTANA;;30/08/1996;01/08/2006;;
103700119;25000023088;CLORTIL;;23/08/1996;01/08/2006;;
141070021;25000032733;CLORTON;;20/07/2000;01/07/2010;;
102940133;25000018657;CLOSENID;;27/06/2005;01/06/2010;;
105500163;25351202175;CLOSTEMIN;;22/05/2003;01/05/2018;;
129400012;25351030772;CLOTADONA;;03/05/2002;01/04/2007;;
133460014;25351475913;CLOTADONA;;10/04/2006;01/04/2012;;
104971370;25351708077;CLOTADONA;;21/03/2011;01/04/2012;;
103920053;25000018428;CLOTIGEN;;16/05/2000;01/05/2010;;
103700249;25000006825;CLOTREN;;04/12/1997;01/12/2017;;
125680242;25351802416;CLOTRIBENE;;26/08/2013;01/08/2018;;
120190063;25000015335;CLOTRIDERM;;07/05/2001;01/08/2012;;
110130260;25351171630;CLOTRIGEL;;29/09/2008;01/09/2028;;
126250031;25000034424;CLOTRIMAZOL;;06/02/1997;01/02/2027;;
107140201;25000006310;CLOTRIMAZOL;;17/07/1997;01/07/2002;;
102350440;25351005637;CLOTRIMAZOL;;02/05/2000;01/04/2025;;
104650003;25351022712;CLOTRIMAZOL;;16/02/2001;01/02/2011;;
101810341;25351005122;CLOTRIMAZOL;;12/03/2001;01/03/2016;;
101810384;25351007753;CLOTRIMAZOL;;11/04/2002;01/04/2017;;
120190126;25351021270;CLOTRIMAZOL;;16/04/2002;01/04/2012;;
123520067;25351009877;CLOTRIMAZOL;;24/05/2002;01/05/2007;;
110330022;25351036362;CLOTRIMAZOL;;11/07/2002;01/07/2007;;
123520068;25351009884;CLOTRIMAZOL;;01/10/2002;01/10/2007;;
127580059;25351036069;CLOTRIMAZOL;;20/10/2003;01/10/2008;;
103700457;25351019012;CLOTRIMAZOL;;30/05/2005;01/05/2025;;
104971327;25351354603;CLOTRIMAZOL;;24/02/2006;01/02/2021;;
102940147;25351487858;CLOTRIMAZOL;;25/06/2007;01/06/2012;;
113430145;25351262346;CLOTRIMAZOL;;25/06/2007;01/06/2012;;
154230117;25351103892;CLOTRIMAZOL;;10/03/2008;01/03/2013;;
154230118;25351103943;CLOTRIMAZOL;;10/03/2008;01/03/2013;;
125680210;25351522711;CLOTRIMAZOL;;08/06/2009;01/06/2029;;
167730241;25351671585;CLOTRIMAZOL;;07/02/2011;01/04/2027;;
172870365;25351217933;CLOTRIMAZOL;;28/02/2011;01/02/2016;;
172870407;25351551630;CLOTRIMAZOL;;09/05/2011;01/05/2016;;
155840209;25351538454;CLOTRIMAZOL;;06/02/2012;01/05/2021;;
155840269;25351538550;CLOTRIMAZOL;;13/02/2012;01/02/2021;;
103920171;25351020688;CLOTRIMAZOL;;29/07/2013;01/07/2028;;
183260167;25351678016;CLOTRIMAZOL;;22/06/2015;01/04/2027;;
183260172;25351680529;CLOTRIMAZOL;;22/06/2015;01/03/2026;;
105350199;25351336574;CLOTRIMAZOL;;25/09/2017;01/09/2027;;
101810418;25351202320;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;;29/11/2002;01/11/2017;;
125680096;25351050591;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;;27/04/2004;01/04/2029;;
109680080;25351063983;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;;23/10/2006;01/10/2011;;
183260026;25351677706;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;;13/04/2015;01/11/2027;;
108970013;25351020722;CLOTRIMIX;;19/12/2001;01/11/2006;;
156200019;25351823480;CLOTRIMIX;;17/05/2010;01/11/2026;;
103900217;25351373965;CLOTRIMIX;;13/12/2021;01/11/2026;;
108580130;25000007131;CLOTRIZAN;;03/09/1996;01/09/2001;;
137640043;25351039857;CLOTRIZOL;;29/04/2002;01/04/2007;;
105770045;25001001065;CLOTÁSSIO;;16/04/2001;01/08/2018;;
167730560;25351358488;CLOVANTAX;;03/07/2017;01/07/2022;;
107150148;25000011402;CLOVIR;;23/07/1999;01/07/2009;;
124510008;25000045349;CLOVITOM;;07/06/2000;01/05/2005;;
122830017;25992002923;CLOXACILINA;;20/12/1996;01/04/2003;;
100430916;25351087499;CLOXAZOLAM;;23/09/2004;01/09/2019;;
100680987;25351138868;CLOXAZOLAM;;11/11/2004;01/11/2019;;
103700383;25000011931;CLOXAZOLAM ( PORT 344/98  LT B1);;03/09/2002;01/08/2007;;
104971182;25000020887;CLOXAZOLAM (PORT. 344/98 LT B1);;11/05/2000;01/05/2010;;
104540045;25000019430;CLOZAL;;16/10/1995;01/03/2009;;
101830148;25351108080;CLOZAPINA;;30/08/2010;01/08/2025;;
102980378;25351108105;CLOZAPINA;;30/08/2010;01/08/2025;;
110500052;25351013753;CLOZAPINA;;15/12/2014;01/12/2019;;
121100271;25351316744;CLUSIVOL;;02/07/2007;01/07/2017;;
121100054;25992006924;CLUSIVOL COMPOSTO;;12/12/1994;01/11/2018;;
102160245;25351099943;CLUSIVOL COMPOSTO;;20/03/2017;01/11/2018;;
112130258;25351028711;CO TAREG;;06/06/2001;01/06/2006;;
109680066;25351007075;CO- ENALIL;;07/08/2002;01/08/2007;;
133460019;25351475878;CO- FLOSSOTEC;;08/05/2006;01/03/2007;;
100610043;25992010711;CO-CALCIODORON;;29/12/2000;01/08/2005;;
100470274;25351009927;CO-ENAPROTEC;;20/12/2000;01/12/2010;;
100610017;25992010715;CO-ERYSIDORON;;28/07/1975;01/08/2010;;
150870020;25351015670;CO-LABOPRIL;;06/02/2003;01/02/2013;;
100610086;25001010709;CO-PNEUMODORON;;18/08/1985;01/08/2010;;
102350423;25000016358;CO-PRESSEL;;12/07/1999;01/07/2004;;
115600056;25000047004;CO-PRESSOLESS;;25/05/2000;01/05/2010;;
103700128;25000026148;CO-PRESSOTEC;;23/09/1996;01/09/2026;;
100290002;25000004618;CO-RENITEC;;16/06/1999;01/03/2018;;
100610011;25992011525;CO-RHEUMODORON;;22/06/2001;01/08/2010;;
149320019;25351605765;COAGADEX;;21/06/2021;01/06/2031;;
167730613;25351689687;COALY;;14/01/2019;01/01/2029;;
100680103;25000028467;COARTEM;;02/02/1999;01/02/2029;;
100840008;25991001625;COBACTIN;;30/09/1999;01/03/2015;;
105830020;25991003665;COBAGLOBAL;;20/07/2000;01/06/2005;;
120190108;25000017218;COBALAMIN 12;;30/12/2013;01/05/2006;;
109680017;25000001542;COBALDOZE;;27/09/2001;01/10/2010;;
105710109;25991006177;COBALPLEX;;04/09/2000;01/10/2019;;
110130042;25000002980;COBAMAMIDA + CLORIDRATO DE CIPROEPTADINA;;15/07/1999;01/07/2004;;
115600070;25000009895;COBAPETIT;;17/07/2000;01/07/2025;;
100820009;25001001950;COBAVITAL;;10/07/1984;01/10/2014;;
105530344;25351256554;COBAVITAL;;12/09/2011;01/10/2029;;
126940020;25000012810;COBRE  I TETRAQUIS TETRAFLUOR-BORATO;;29/12/2000;01/12/2005;;
106240102;25351036339;COCICHIMIL;;08/01/2003;01/12/2012;;
118190109;25351363146;COCICHIMIL;;08/08/2011;01/01/2028;;
142570072;25351169286;COCINAX;;26/02/2003;01/01/2006;;
103720285;25351630137;COD;;08/04/2019;01/04/2029;;
103720284;25351162530;COD PAR;;08/10/2018;01/10/2028;;
100680898;25351001391;CODATEN;;08/01/2003;01/01/2028;;
102980199;25000031256;CODEIN;;20/12/1999;01/03/2027;;
104650272;25000011286;CODERGINE;;12/06/2000;01/06/2005;;
100470281;25351024752;CODERHEXAL;;02/02/2001;01/02/2006;;
104971209;25000005009;CODEX;;18/03/2002;01/03/2027;;
113000226;25991015354;CODEÍNA + GUAICOLATO DE GLICERINA + FENILTOLOXAMINA;;01/03/1996;01/06/2006;;
105530262;25001024708;CODOFEN;;16/05/2002;01/12/2004;;
143810007;25991014038;CODRINAN;;27/02/2002;01/02/2007;;
154230202;25351423073;CODYLEX;;13/05/2013;01/05/2028;;
141070057;25000032731;COENAPLEX;;10/03/2000;01/04/2011;;
103940092;25000007701;COEX;;01/03/1996;01/08/2004;;
128420012;25000009412;COEZYME COMPOSITUM;;04/02/2002;01/02/2007;;
109740280;25351368049;COGIT;;17/06/2019;01/06/2029;;
100330147;25351235104;COGLIVE;;26/05/2008;01/05/2013;;
100330181;25351099484;COGLIVE;;25/05/2015;01/05/2025;;
118600098;25351214280;COGNITUS;;07/04/2014;01/04/2029;;
102980499;25351010327;COGNIVA;;24/12/2018;01/12/2028;;
131360003;25000030032;COLA CIRÚRGICA;;23/12/1998;01/12/2003;;
102350029;25991011480;COLACHOFRA;;20/11/1984;01/03/2007;;
104650234;25000009146;COLAGENASE + CLORANFENICOL;;30/09/1999;01/09/2004;;
105500153;25351198110;COLAXOL;;26/02/2003;01/02/2008;;
100470232;25000014264;COLCHICINA;;01/11/1996;01/10/2001;;
110330038;25351040747;COLCHICINA;;03/01/2003;01/12/2007;;
154230203;25351404906;COLCHICINA;;03/06/2013;01/06/2028;;
120190075;25000010508;COLCHIN;;13/07/1998;01/07/2008;;
101180109;25000009375;COLCHIS;;27/06/2001;01/01/2026;;
101180595;25351410945;COLCHIS;;24/05/2002;01/05/2027;;
101180609;25351229111;COLCHIS;;16/06/2008;01/01/2011;;
178170882;25351727341;COLEDUE;;27/04/2020;01/04/2030;;
120330009;25992012845;COLESTASE;;04/04/2003;01/11/2006;;
105830694;25351488996;COLEVACOL;;09/08/2010;01/08/2015;;
102351225;25351367317;COLIAFT;;14/08/2017;01/08/2027;;
120190029;25000012864;COLIPAN;;02/08/1994;01/08/2029;;
104041919;25991011831;COLIRIO BLUMEN;;21/03/1995;01/12/2014;;
172870456;25351516881;COLIRIO BLUMEN;;16/01/2012;01/12/2014;;
155840386;25351535310;COLIRIO BLUMEN;;12/11/2012;01/12/2019;;
104670061;25000005663;COLIRIO BOA VISTA;;15/03/1989;01/08/2004;;
127480023;25351001491;COLIS-TEK;;26/08/2002;01/08/2027;;
109060077;25000011689;COLISEC;;02/03/2000;01/02/2005;;
127480031;25351729425;COLISTIMETATO DE SÓDIO;;31/08/2015;01/08/2020;;
127480032;25351729399;COLISTIMETATO DE SÓDIO;;31/08/2015;;;
188300061;25351515389;COLLECTRO;;17/12/2018;01/12/2028;;
188300071;25351864266;COLLECTRO;;08/07/2019;01/07/2029;;
101590034;25000009857;COLOBIL;;23/03/2000;01/03/2010;;
102470084;25351644664;COLOBIL;;11/07/2016;01/07/2021;;
164250001;25351587840;COLOHALER;;12/09/2016;01/09/2026;;
155730036;25351126874;COLOHALER;;07/08/2017;01/09/2021;;
126940003;25000009741;COLOIDE DE ALBUMINA;;29/07/1999;01/07/2004;;
102330003;25991010545;COLOMETIN;;31/03/1982;01/03/2007;;
151890002;25351021956;COLOMYCIN;;01/08/2005;01/06/2020;;
109740189;25351002153;COLONAC;;21/10/2003;01/10/2008;;
105710019;25992026022;COLPADAK;;26/01/2001;01/03/2029;;
101550008;25992004971;COLPAGEX N;;28/04/1960;01/03/2011;;
103700007;25992006405;COLPATRIN;;23/04/2002;01/10/2026;;
135690502;25351642154;COLPIGYN;;10/11/2008;01/11/2013;;
101810027;25992015405;COLPISDAZOL;;10/12/1981;01/03/2009;;
118610022;25992025547;COLPIST MT;;06/05/1980;01/04/2020;;
158190017;25351066390;COLPIST MT;;10/07/2017;01/04/2025;;
103900059;25991012414;COLPISTAR;;12/07/1987;01/07/2027;;
105730008;25992003753;COLPISTATIN;;17/04/2001;01/06/2028;;
118190126;25351756789;COLPLEN;;12/11/2012;01/11/2017;;
106390153;25001004032;COLPOTROFINE;;26/10/1989;01/10/2009;;
100890338;25351218163;COLPOTROFINE;;26/12/2006;01/12/2016;;
155730019;25351078087;COLPOTROFINE;;26/12/2011;01/12/2026;;
174650007;25351456717;COLPOTROFINE;;01/02/2021;01/12/2026;;
113000988;25351031482;COLTRAX;;27/06/2001;01/10/2021;;
183260378;25351411946;COLTRAX;;02/09/2019;01/10/2026;;
113000215;25992008751;COLTRAX INJ;;27/06/2001;01/10/2021;;
183260384;25351411961;COLTRAX INJ;;09/09/2019;01/10/2026;;
118610286;25351473461;COLTRIENO;;16/01/2017;01/01/2022;;
114620007;25351349972;COLTRIENO;;17/09/2018;01/01/2027;;
113000217;25992005183;COLUBIAZOL;;01/03/1996;01/05/2007;;
143810148;25351801896;COLUJET;;12/04/2010;01/04/2025;;
143810052;25000011245;COLUTÓIDE;;13/01/2000;01/07/2009;;
143810156;25351474511;COLUTÓIDE CAMOMILA;;23/05/2011;01/05/2016;;
104080089;25351005134;COLZURIC;;14/04/2003;01/04/2013;;
105760009;25992007859;COLÍRIO CINERARIA MARITIMA SIMOES;;17/02/1988;01/02/2008;;
100720025;25992001782;COLÍRIO DE CINERÁRIA MARÍTIMA;;30/03/1985;01/03/2005;;
102660165;25991005348;COLÍRIO DE CINERÁRIA MARÍTIMA ALMEIDA PRADO;;25/06/1980;01/06/2025;;
102660047;25001008746;COLÍRIO DE EUPHRASIA OFFICINALIS ALMEIDA PRADO;;10/02/1992;01/02/2027;;
101470083;25991004723;COLÍRIO FENILEFRINA 10% OCULUM;;15/09/1980;01/09/2025;;
154230179;25351555255;COLÍRIO GEOLAB;;07/11/2011;01/11/2026;;
100380052;25000013594;COLÍRIO HÉLIOS;;20/12/1999;01/12/2004;;
105830117;25992001956;COLÍRIO LEGRAND;;19/12/1979;01/12/2014;;
167730272;25351656346;COLÍRIO LEGRAND;;14/02/2011;01/12/2029;;
113000179;25992003567;COLÍRIO MOURA BRASIL;;31/01/2003;01/03/2024;;
183260307;25351189660;COLÍRIO MOURA BRASIL;;03/06/2019;01/03/2029;;
155840377;25351733725;COLÍRIO NEO BRASIL;;25/06/2012;01/06/2027;;
103700113;25000023301;COLÍRIO TEUTO;;11/07/1996;01/07/2026;;
106460150;25000021515;COMBACTAN;;06/04/2001;01/04/2016;;
120600005;25000015925;COMBECÊ;;31/05/2000;01/05/2015;;
102350257;25001007799;COMBEVIT;;15/08/1983;01/08/1998;;
101470162;25351003098;COMBIGAN;;01/07/2004;01/07/2014;;
101470188;25351541037;COMBIGAN;;13/05/2019;01/05/2029;;
100430571;25000003265;COMBILEST;;11/04/2001;01/01/2006;;
105730010;25992003106;COMBIRON;;21/05/2001;01/10/2009;;
105730373;25351174290;COMBIRON;;14/04/2008;01/04/2028;;
105730367;25351314694;COMBIRON FÓLICO;;15/01/2007;01/01/2027;;
109220013;25001007330;COMBITREX;;19/11/2001;01/07/2005;;
103670103;25000010429;COMBIVENT;;31/05/1996;01/05/2016;;
104540003;25001006079;COMBIZYM COMPOSTO;;08/05/1997;01/12/2004;;
101070287;25351031667;COMBODART;;03/10/2011;01/10/2026;;
100610013;25992010712;COMBUDORON;;25/08/1975;01/08/2005;;
116540050;25351164199;COMBULCER;;09/12/2002;01/12/2007;;
121100481;25351023179;COMIRNATY;;23/02/2021;01/02/2024;;
102980008;25991002568;COMPAZ;;01/11/2000;01/10/2029;;
102980367;25992003630;COMPAZ RETARD;;19/11/1986;01/11/1991;;
138410044;25351064808;COMPLE B;;13/09/2010;01/09/2015;;
138410051;25351092682;COMPLE B;;05/12/2011;01/12/2026;;
105770010;25992007346;COMPLEVITAN;;19/06/2001;01/06/2006;;
109060083;25000008687;COMPLEX B;;25/05/2000;01/05/2005;;
103670139;25351171253;COMPLEX PHARMATON;;02/10/2002;01/10/2012;;
117170024;25000001377;COMPLEXAN;;19/05/2000;01/05/2010;;
101000017;25992004215;COMPLEXO B;;05/12/1990;01/08/2006;;
111990018;25000012123;COMPLEXO B;;22/04/1999;01/04/2004;;
107140226;25001000551;COMPLEXO B;;10/05/1999;01/05/2004;;
126140002;25000015438;COMPLEXO B;;29/10/1999;01/10/2004;;
110860036;25000026215;COMPLEXO B;;23/03/2000;01/03/2005;;
100663370;25000011352;COMPLEXO B;;19/04/2000;01/03/2005;;
100020016;25992015112;COMPLEXO B;;04/06/2001;01/04/2005;;
104650053;25001007084;COMPLEXO B;;23/10/2002;01/08/2004;;
103080011;25001000268;COMPLEXO B;;18/07/2003;01/12/2006;;
110850029;25351038014;COMPLEXO B;;27/06/2005;01/06/2010;;
102351340;25351080622;COMPLEXO B;;09/03/2020;01/03/2030;;
113430113;25991011896;COMPLEXO B + C;;31/12/1989;01/12/1999;;
104650012;25991007084;COMPLEXO B + COMPLEXO C;;23/02/2001;01/08/2004;;
100890259;25000011933;COMPLEXO B + LEVEDO DE CERVEJA;;04/10/2000;01/09/2005;;
102350242;25991001074;COMPLEXO B 12;;26/08/1991;01/11/2029;;
102351341;25351380390;COMPLEXO B 12 XPE;;09/03/2020;01/03/2030;;
102350762;25001012973;COMPLEXO B EMS;;26/05/1980;01/05/1999;;
108170060;25000023440;COMPLEXO B GRANADO;;01/10/2001;01/09/2006;;
109170005;25991023099;COMPLEXO B MEDIQUÍMICA;;21/01/2002;01/04/2006;;
109170072;25351442684;COMPLEXO B MEDQUÍMICA;;14/04/2008;01/08/2028;;
126140011;25351373270;COMPLEXO B MONTENEGRO;;22/05/2006;01/05/2016;;
103700341;25000004591;COMPLEXO B TEUTO;;05/10/2001;01/10/2006;;
102660009;25992016582;COMPLEXO HOMEOPATICO SENECIO ALMEIDA PRADO 33;;14/11/1984;01/11/2014;;
102660078;25992017365;COMPLEXO HOMEOPÁTICO ACONITUM ALMEIDA PRADO 2;;10/03/2003;01/02/2011;;
102660005;25992016576;COMPLEXO HOMEOPÁTICO ACTAEA ALMEIDA PRADO 27;;30/08/1968;01/08/2008;;
102660172;25351513838;COMPLEXO HOMEOPÁTICO AESCULUS ALMEIDA PRADO 20;;30/01/2012;01/01/2027;;
102660077;25992017386;COMPLEXO HOMEOPÁTICO ALOE SOCOTRINA ALMEIDA PRADO 25;;10/03/2003;01/03/2011;;
102660068;25992017407;COMPLEXO HOMEOPÁTICO ANTIMONIUM TARTÁRICO ALMEIDA PRADO 50;;10/03/2003;01/03/2011;;
102660075;25992017378;COMPLEXO HOMEOPÁTICO APIS ALMEIDA PRADO Nº15;;10/03/2003;01/03/2011;;
102660037;25992017381;COMPLEXO HOMEOPÁTICO ARGENTUM NITRICUM ALMEIDA PRADO Nº19;;08/03/1971;01/03/2011;;
102660087;25992017403;COMPLEXO HOMEOPÁTICO ARNICA MONTANA ALMEIDA PRADO Nº45;;28/03/2003;01/03/2011;;
102660007;25992013643;COMPLEXO HOMEOPÁTICO ARSENICUM IODATUM ALMEIDA PRADO 34;;15/09/1982;01/09/2027;;
102660032;25992017369;COMPLEXO HOMEOPÁTICO BARYTA CARBONICA ALMEIDA PRADO 06;;24/03/1971;01/03/2026;;
102660086;25992017400;COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42;;28/03/2003;01/03/2011;;
102660138;25992017375;COMPLEXO HOMEOPÁTICO BERBERIS VULGARIS ALMEIDA PRADO 12;;08/03/1971;01/03/2011;;
102660066;25992017401;COMPLEXO HOMEOPÁTICO BORAX ALMEIDA PRADO 43;;10/03/2003;01/03/2026;;
102660063;25992017385;COMPLEXO HOMEOPÁTICO CALCAREA PHOSPHORICA ALMEIDA PRADO 24;;10/03/2003;01/02/2026;;
102660008;25992016565;COMPLEXO HOMEOPÁTICO CANTHARIS ALMEIDA PRADO 16;;05/09/1979;01/09/2029;;
102660120;25992017387;COMPLEXO HOMEOPÁTICO CAULOPHYLLUM ALMEIDA PRADO 26;;10/03/2003;01/02/2011;;
102660085;25992017372;COMPLEXO HOMEOPÁTICO CAUSTICUM ALMEIDA PRADO 09;;24/03/2003;01/03/2026;;
102660115;25992017384;COMPLEXO HOMEOPÁTICO CHAMOMILLA  ALMEIDA PRADO 23;;20/05/2003;01/03/2011;;
102660135;25992017374;COMPLEXO HOMEOPÁTICO CHELIDONIUM ALMEIDA PRADO 11;;08/03/1971;01/03/2026;;
