NUMERO_REGISTRO_PRODUTO,IDENTIFICADOR_DO_ITEM,NOME_PRODUTO,DATA_DE_PEDIDO_DO_ITEM,DATA_DE_ENTRADA_DO_ITEM,DATA_VENCIMENTO_REGISTRO,QUANTIDADE,CUSTO_DE_AQUISICAO
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-08-15,2021-11-30,2022-04-23,142,3351
103700375,25351007742,CIMICIFUGA RACEMOSA,2021-09-15,2021-12-31,2022-05-24,20,3351
102980330,25351018088,CITOCAINA,2019-10-09,2020-01-31,2020-06-02,155,3095
102980330,25351018088,CITOCAINA,2019-11-07,2020-02-29,2020-07-01,63,3095
102980330,25351018088,CITOCAINA,2019-12-08,2020-03-31,2020-08-01,58,3095
102980330,25351018088,CITOCAINA,2020-01-07,2020-04-30,2020-08-31,61,3095
102980330,25351018088,CITOCAINA,2020-02-07,2020-05-31,2020-10-01,28,3095
102980330,25351018088,CITOCAINA,2020-03-08,2020-06-30,2020-10-31,60,3095
102980330,25351018088,CITOCAINA,2020-04-08,2020-07-31,2020-12-01,150,3095
102980330,25351018088,CITOCAINA,2020-05-09,2020-08-31,2021-01-01,25,3095
102980330,25351018088,CITOCAINA,2020-06-08,2020-09-30,2021-01-31,150,3095
102980330,25351018088,CITOCAINA,2020-07-09,2020-10-31,2021-03-03,116,3095
102980330,25351018088,CITOCAINA,2020-08-08,2020-11-30,2021-04-02,10,3095
102980330,25351018088,CITOCAINA,2020-09-08,2020-12-31,2021-05-03,72,3095
102980330,25351018088,CITOCAINA,2020-10-09,2021-01-31,2021-06-03,129,3095
102980330,25351018088,CITOCAINA,2020-11-06,2021-02-28,2021-07-01,142,3095
102980330,25351018088,CITOCAINA,2020-12-07,2021-03-31,2021-08-01,37,3095
102980330,25351018088,CITOCAINA,2021-01-06,2021-04-30,2021-08-31,122,3095
102980330,25351018088,CITOCAINA,2021-02-06,2021-05-31,2021-10-01,179,3095
102980330,25351018088,CITOCAINA,2021-03-08,2021-06-30,2021-10-31,59,3095
102980330,25351018088,CITOCAINA,2021-04-08,2021-07-31,2021-12-01,32,3095
102980330,25351018088,CITOCAINA,2021-05-09,2021-08-31,2022-01-01,146,3095
102980330,25351018088,CITOCAINA,2021-06-08,2021-09-30,2022-01-31,113,3095
102980330,25351018088,CITOCAINA,2021-07-09,2021-10-31,2022-03-03,76,3095
102980330,25351018088,CITOCAINA,2021-08-08,2021-11-30,2022-04-02,20,3095
102980330,25351018088,CITOCAINA,2021-09-08,2021-12-31,2022-05-03,36,3095
113001114,25351058208,CITRATO DE SILDENAFILA,2019-10-25,2020-01-31,2020-06-02,66,220
113001114,25351058208,CITRATO DE SILDENAFILA,2019-11-23,2020-02-29,2020-07-01,35,220
113001114,25351058208,CITRATO DE SILDENAFILA,2019-12-24,2020-03-31,2020-08-01,49,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-01-23,2020-04-30,2020-08-31,73,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-02-23,2020-05-31,2020-10-01,37,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-03-24,2020-06-30,2020-10-31,97,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-04-24,2020-07-31,2020-12-01,81,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-05-25,2020-08-31,2021-01-01,101,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-06-24,2020-09-30,2021-01-31,115,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-07-25,2020-10-31,2021-03-03,137,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-08-24,2020-11-30,2021-04-02,52,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-09-24,2020-12-31,2021-05-03,57,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-10-25,2021-01-31,2021-06-03,10,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-11-22,2021-02-28,2021-07-01,159,220
113001114,25351058208,CITRATO DE SILDENAFILA,2020-12-23,2021-03-31,2021-08-01,70,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-01-22,2021-04-30,2021-08-31,80,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-02-22,2021-05-31,2021-10-01,36,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-03-24,2021-06-30,2021-10-31,17,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-04-24,2021-07-31,2021-12-01,181,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-05-25,2021-08-31,2022-01-01,59,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-06-24,2021-09-30,2022-01-31,107,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-07-25,2021-10-31,2022-03-03,103,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-08-24,2021-11-30,2022-04-02,199,220
113001114,25351058208,CITRATO DE SILDENAFILA,2021-09-24,2021-12-31,2022-05-03,53,220
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2019-10-07,2020-01-31,2020-06-18,26,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2019-11-05,2020-02-29,2020-07-17,3,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2019-12-06,2020-03-31,2020-08-17,115,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-01-05,2020-04-30,2020-09-16,27,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-02-05,2020-05-31,2020-10-17,10,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-03-06,2020-06-30,2020-11-16,52,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-04-06,2020-07-31,2020-12-17,101,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-05-07,2020-08-31,2021-01-17,201,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-06-06,2020-09-30,2021-02-16,135,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-07-07,2020-10-31,2021-03-19,74,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-08-06,2020-11-30,2021-04-18,34,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-09-06,2020-12-31,2021-05-19,19,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-10-07,2021-01-31,2021-06-19,65,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-11-04,2021-02-28,2021-07-17,166,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2020-12-05,2021-03-31,2021-08-17,17,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-01-04,2021-04-30,2021-09-16,181,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-02-04,2021-05-31,2021-10-17,151,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-03-06,2021-06-30,2021-11-16,82,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-04-06,2021-07-31,2021-12-17,82,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-05-07,2021-08-31,2022-01-17,19,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-06-06,2021-09-30,2022-02-16,21,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-07-07,2021-10-31,2022-03-19,49,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-08-06,2021-11-30,2022-04-18,98,5230
101810413,25351199631,CLORIDRATO DE NAFAZOLINA,2021-09-06,2021-12-31,2022-05-19,162,5230
105830789,25351607084,CLORIDRATO DE TRAZODONA,2019-08-07,2020-01-31,2020-07-28,55,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2019-09-05,2020-02-29,2020-08-26,45,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2019-10-06,2020-03-31,2020-09-26,101,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2019-11-05,2020-04-30,2020-10-26,76,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2019-12-06,2020-05-31,2020-11-26,24,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-01-05,2020-06-30,2020-12-26,187,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-02-05,2020-07-31,2021-01-26,136,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-03-07,2020-08-31,2021-02-26,116,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-04-06,2020-09-30,2021-03-28,12,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-05-07,2020-10-31,2021-04-28,41,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-06-06,2020-11-30,2021-05-28,31,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-07-07,2020-12-31,2021-06-28,23,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-08-07,2021-01-31,2021-07-29,94,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-09-04,2021-02-28,2021-08-26,89,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-10-05,2021-03-31,2021-09-26,61,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-11-04,2021-04-30,2021-10-26,106,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2020-12-05,2021-05-31,2021-11-26,54,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-01-04,2021-06-30,2021-12-26,205,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-02-04,2021-07-31,2022-01-26,2,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-03-07,2021-08-31,2022-02-26,52,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-04-06,2021-09-30,2022-03-28,112,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-05-07,2021-10-31,2022-04-28,166,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-06-06,2021-11-30,2022-05-28,62,4567
105830789,25351607084,CLORIDRATO DE TRAZODONA,2021-07-07,2021-12-31,2022-06-28,107,4567
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2019-12-08,2020-01-31,2020-05-23,41,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-01-06,2020-02-29,2020-06-21,104,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-02-06,2020-03-31,2020-07-22,162,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-03-07,2020-04-30,2020-08-21,130,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-04-07,2020-05-31,2020-09-21,95,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-05-07,2020-06-30,2020-10-21,137,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-06-07,2020-07-31,2020-11-21,92,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-07-08,2020-08-31,2020-12-22,97,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-08-07,2020-09-30,2021-01-21,22,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-09-07,2020-10-31,2021-02-21,96,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-10-07,2020-11-30,2021-03-23,50,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-11-07,2020-12-31,2021-04-23,47,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2020-12-08,2021-01-31,2021-05-24,51,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-01-05,2021-02-28,2021-06-21,23,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-02-05,2021-03-31,2021-07-22,174,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-03-07,2021-04-30,2021-08-21,14,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-04-07,2021-05-31,2021-09-21,24,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-05-07,2021-06-30,2021-10-21,38,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-06-07,2021-07-31,2021-11-21,125,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-07-08,2021-08-31,2021-12-22,57,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-08-07,2021-09-30,2022-01-21,114,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-09-07,2021-10-31,2022-02-21,49,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-10-07,2021-11-30,2022-03-23,50,4648
102660086,25992017400,COMPLEXO HOMEOPÁTICO BELLADONNA ALMEIDA PRADO 42,2021-11-07,2021-12-31,2022-04-23,52,4648
101800280,25351194546,COUMADIN,2019-11-25,2020-01-31,2020-06-01,145,562
101800280,25351194546,COUMADIN,2019-12-24,2020-02-29,2020-06-30,156,562
101800280,25351194546,COUMADIN,2020-01-24,2020-03-31,2020-07-31,18,562
101800280,25351194546,COUMADIN,2020-02-23,2020-04-30,2020-08-30,29,562
101800280,25351194546,COUMADIN,2020-03-25,2020-05-31,2020-09-30,52,562
101800280,25351194546,COUMADIN,2020-04-24,2020-06-30,2020-10-30,17,562
101800280,25351194546,COUMADIN,2020-05-25,2020-07-31,2020-11-30,144,562
101800280,25351194546,COUMADIN,2020-06-25,2020-08-31,2020-12-31,208,562
101800280,25351194546,COUMADIN,2020-07-25,2020-09-30,2021-01-30,144,562
101800280,25351194546,COUMADIN,2020-08-25,2020-10-31,2021-03-02,52,562
101800280,25351194546,COUMADIN,2020-09-24,2020-11-30,2021-04-01,54,562
101800280,25351194546,COUMADIN,2020-10-25,2020-12-31,2021-05-02,38,562
101800280,25351194546,COUMADIN,2020-11-25,2021-01-31,2021-06-02,20,562
101800280,25351194546,COUMADIN,2020-12-23,2021-02-28,2021-06-30,104,562
101800280,25351194546,COUMADIN,2021-01-23,2021-03-31,2021-07-31,105,562
101800280,25351194546,COUMADIN,2021-02-22,2021-04-30,2021-08-30,26,562
101800280,25351194546,COUMADIN,2021-03-25,2021-05-31,2021-09-30,13,562
101800280,25351194546,COUMADIN,2021-04-24,2021-06-30,2021-10-30,77,562
101800280,25351194546,COUMADIN,2021-05-25,2021-07-31,2021-11-30,33,562
101800280,25351194546,COUMADIN,2021-06-25,2021-08-31,2021-12-31,119,562
101800280,25351194546,COUMADIN,2021-07-25,2021-09-30,2022-01-30,13,562
101800280,25351194546,COUMADIN,2021-08-25,2021-10-31,2022-03-02,86,562
101800280,25351194546,COUMADIN,2021-09-24,2021-11-30,2022-04-01,54,562
101800280,25351194546,COUMADIN,2021-10-25,2021-12-31,2022-05-02,88,562
103920070,25000015663,DERMONIL,2019-11-10,2020-01-31,2020-06-17,124,3658
103920070,25000015663,DERMONIL,2019-12-09,2020-02-29,2020-07-16,64,3658
103920070,25000015663,DERMONIL,2020-01-09,2020-03-31,2020-08-16,8,3658
103920070,25000015663,DERMONIL,2020-02-08,2020-04-30,2020-09-15,41,3658
103920070,25000015663,DERMONIL,2020-03-10,2020-05-31,2020-10-16,115,3658
103920070,25000015663,DERMONIL,2020-04-09,2020-06-30,2020-11-15,59,3658
103920070,25000015663,DERMONIL,2020-05-10,2020-07-31,2020-12-16,51,3658
103920070,25000015663,DERMONIL,2020-06-10,2020-08-31,2021-01-16,227,3658
103920070,25000015663,DERMONIL,2020-07-10,2020-09-30,2021-02-15,70,3658
103920070,25000015663,DERMONIL,2020-08-10,2020-10-31,2021-03-18,114,3658
103920070,25000015663,DERMONIL,2020-09-09,2020-11-30,2021-04-17,34,3658
103920070,25000015663,DERMONIL,2020-10-10,2020-12-31,2021-05-18,68,3658
103920070,25000015663,DERMONIL,2020-11-10,2021-01-31,2021-06-18,80,3658
103920070,25000015663,DERMONIL,2020-12-08,2021-02-28,2021-07-16,57,3658
103920070,25000015663,DERMONIL,2021-01-08,2021-03-31,2021-08-16,137,3658
103920070,25000015663,DERMONIL,2021-02-07,2021-04-30,2021-09-15,153,3658
103920070,25000015663,DERMONIL,2021-03-10,2021-05-31,2021-10-16,78,3658
103920070,25000015663,DERMONIL,2021-04-09,2021-06-30,2021-11-15,140,3658
103920070,25000015663,DERMONIL,2021-05-10,2021-07-31,2021-12-16,44,3658
103920070,25000015663,DERMONIL,2021-06-10,2021-08-31,2022-01-16,116,3658
103920070,25000015663,DERMONIL,2021-07-10,2021-09-30,2022-02-15,152,3658
103920070,25000015663,DERMONIL,2021-08-10,2021-10-31,2022-03-18,95,3658
103920070,25000015663,DERMONIL,2021-09-09,2021-11-30,2022-04-17,10,3658
103920070,25000015663,DERMONIL,2021-10-10,2021-12-31,2022-05-18,193,3658
123890102,25000015663,DILTIZEM,2019-09-09,2020-01-31,2020-05-24,54,1470
123890102,25000015663,DILTIZEM,2019-10-08,2020-02-29,2020-06-22,43,1470
123890102,25000015663,DILTIZEM,2019-11-08,2020-03-31,2020-07-23,39,1470
123890102,25000015663,DILTIZEM,2019-12-08,2020-04-30,2020-08-22,105,1470
123890102,25000015663,DILTIZEM,2020-01-08,2020-05-31,2020-09-22,82,1470
123890102,25000015663,DILTIZEM,2020-02-07,2020-06-30,2020-10-22,13,1470
123890102,25000015663,DILTIZEM,2020-03-09,2020-07-31,2020-11-22,18,1470
123890102,25000015663,DILTIZEM,2020-04-09,2020-08-31,2020-12-23,12,1470
123890102,25000015663,DILTIZEM,2020-05-09,2020-09-30,2021-01-22,62,1470
123890102,25000015663,DILTIZEM,2020-06-09,2020-10-31,2021-02-22,84,1470
123890102,25000015663,DILTIZEM,2020-07-09,2020-11-30,2021-03-24,70,1470
123890102,25000015663,DILTIZEM,2020-08-09,2020-12-31,2021-04-24,66,1470
123890102,25000015663,DILTIZEM,2020-09-09,2021-01-31,2021-05-25,36,1470
123890102,25000015663,DILTIZEM,2020-10-07,2021-02-28,2021-06-22,116,1470
123890102,25000015663,DILTIZEM,2020-11-07,2021-03-31,2021-07-23,14,1470
123890102,25000015663,DILTIZEM,2020-12-07,2021-04-30,2021-08-22,110,1470
123890102,25000015663,DILTIZEM,2021-01-07,2021-05-31,2021-09-22,70,1470
123890102,25000015663,DILTIZEM,2021-02-06,2021-06-30,2021-10-22,74,1470
123890102,25000015663,DILTIZEM,2021-03-09,2021-07-31,2021-11-22,67,1470
123890102,25000015663,DILTIZEM,2021-04-09,2021-08-31,2021-12-23,116,1470
123890102,25000015663,DILTIZEM,2021-05-09,2021-09-30,2022-01-22,4,1470
123890102,25000015663,DILTIZEM,2021-06-09,2021-10-31,2022-02-22,113,1470
123890102,25000015663,DILTIZEM,2021-07-09,2021-11-30,2022-03-24,29,1470
123890102,25000015663,DILTIZEM,2021-08-09,2021-12-31,2022-04-24,170,1470
102980363,25351045723,DIMORF,2019-12-06,2020-01-31,2020-04-14,24,1863
102980363,25351045723,DIMORF,2020-01-04,2020-02-29,2020-05-13,48,1863
102980363,25351045723,DIMORF,2020-02-04,2020-03-31,2020-06-13,71,1863
102980363,25351045723,DIMORF,2020-03-05,2020-04-30,2020-07-13,159,1863
102980363,25351045723,DIMORF,2020-04-05,2020-05-31,2020-08-13,25,1863
102980363,25351045723,DIMORF,2020-05-05,2020-06-30,2020-09-12,38,1863
102980363,25351045723,DIMORF,2020-06-05,2020-07-31,2020-10-13,12,1863
102980363,25351045723,DIMORF,2020-07-06,2020-08-31,2020-11-13,177,1863
102980363,25351045723,DIMORF,2020-08-05,2020-09-30,2020-12-13,4,1863
102980363,25351045723,DIMORF,2020-09-05,2020-10-31,2021-01-13,78,1863
102980363,25351045723,DIMORF,2020-10-05,2020-11-30,2021-02-12,119,1863
102980363,25351045723,DIMORF,2020-11-05,2020-12-31,2021-03-15,43,1863
102980363,25351045723,DIMORF,2020-12-06,2021-01-31,2021-04-15,9,1863
102980363,25351045723,DIMORF,2021-01-03,2021-02-28,2021-05-13,81,1863
102980363,25351045723,DIMORF,2021-02-03,2021-03-31,2021-06-13,72,1863
102980363,25351045723,DIMORF,2021-03-05,2021-04-30,2021-07-13,171,1863
102980363,25351045723,DIMORF,2021-04-05,2021-05-31,2021-08-13,54,1863
102980363,25351045723,DIMORF,2021-05-05,2021-06-30,2021-09-12,145,1863
102980363,25351045723,DIMORF,2021-06-05,2021-07-31,2021-10-13,208,1863
102980363,25351045723,DIMORF,2021-07-06,2021-08-31,2021-11-13,100,1863
102980363,25351045723,DIMORF,2021-08-05,2021-09-30,2021-12-13,126,1863
102980363,25351045723,DIMORF,2021-09-05,2021-10-31,2022-01-13,12,1863
102980363,25351045723,DIMORF,2021-10-05,2021-11-30,2022-02-12,12,1863
102980363,25351045723,DIMORF,2021-11-05,2021-12-31,2022-03-15,165,1863
178170062,25351651519,ENZICOBA,2019-12-25,2020-01-31,2020-06-17,139,2215
178170062,25351651519,ENZICOBA,2020-01-23,2020-02-29,2020-07-16,58,2215
178170062,25351651519,ENZICOBA,2020-02-23,2020-03-31,2020-08-16,9,2215
178170062,25351651519,ENZICOBA,2020-03-24,2020-04-30,2020-09-15,116,2215
178170062,25351651519,ENZICOBA,2020-04-24,2020-05-31,2020-10-16,107,2215
178170062,25351651519,ENZICOBA,2020-05-24,2020-06-30,2020-11-15,56,2215
178170062,25351651519,ENZICOBA,2020-06-24,2020-07-31,2020-12-16,77,2215
178170062,25351651519,ENZICOBA,2020-07-25,2020-08-31,2021-01-16,66,2215
178170062,25351651519,ENZICOBA,2020-08-24,2020-09-30,2021-02-15,23,2215
178170062,25351651519,ENZICOBA,2020-09-24,2020-10-31,2021-03-18,19,2215
178170062,25351651519,ENZICOBA,2020-10-24,2020-11-30,2021-04-17,129,2215
178170062,25351651519,ENZICOBA,2020-11-24,2020-12-31,2021-05-18,114,2215
178170062,25351651519,ENZICOBA,2020-12-25,2021-01-31,2021-06-18,98,2215
178170062,25351651519,ENZICOBA,2021-01-22,2021-02-28,2021-07-16,85,2215
178170062,25351651519,ENZICOBA,2021-02-22,2021-03-31,2021-08-16,41,2215
178170062,25351651519,ENZICOBA,2021-03-24,2021-04-30,2021-09-15,48,2215
178170062,25351651519,ENZICOBA,2021-04-24,2021-05-31,2021-10-16,76,2215
178170062,25351651519,ENZICOBA,2021-05-24,2021-06-30,2021-11-15,10,2215
178170062,25351651519,ENZICOBA,2021-06-24,2021-07-31,2021-12-16,165,2215
178170062,25351651519,ENZICOBA,2021-07-25,2021-08-31,2022-01-16,6,2215
178170062,25351651519,ENZICOBA,2021-08-24,2021-09-30,2022-02-15,19,2215
178170062,25351651519,ENZICOBA,2021-09-24,2021-10-31,2022-03-18,60,2215
178170062,25351651519,ENZICOBA,2021-10-24,2021-11-30,2022-04-17,90,2215
178170062,25351651519,ENZICOBA,2021-11-24,2021-12-31,2022-05-18,94,2215
108860014,25000002856,ERMOTIDINA,2019-10-01,2020-01-31,2020-06-28,91,976
108860014,25000002856,ERMOTIDINA,2019-10-30,2020-02-29,2020-07-27,168,976
108860014,25000002856,ERMOTIDINA,2019-11-30,2020-03-31,2020-08-27,83,976
108860014,25000002856,ERMOTIDINA,2019-12-30,2020-04-30,2020-09-26,176,976
108860014,25000002856,ERMOTIDINA,2020-01-30,2020-05-31,2020-10-27,6,976
108860014,25000002856,ERMOTIDINA,2020-02-29,2020-06-30,2020-11-26,19,976
108860014,25000002856,ERMOTIDINA,2020-03-31,2020-07-31,2020-12-27,56,976
108860014,25000002856,ERMOTIDINA,2020-05-01,2020-08-31,2021-01-27,173,976
108860014,25000002856,ERMOTIDINA,2020-05-31,2020-09-30,2021-02-26,86,976
108860014,25000002856,ERMOTIDINA,2020-07-01,2020-10-31,2021-03-29,14,976
108860014,25000002856,ERMOTIDINA,2020-07-31,2020-11-30,2021-04-28,24,976
108860014,25000002856,ERMOTIDINA,2020-08-31,2020-12-31,2021-05-29,40,976
108860014,25000002856,ERMOTIDINA,2020-10-01,2021-01-31,2021-06-29,113,976
108860014,25000002856,ERMOTIDINA,2020-10-29,2021-02-28,2021-07-27,43,976
108860014,25000002856,ERMOTIDINA,2020-11-29,2021-03-31,2021-08-27,47,976
108860014,25000002856,ERMOTIDINA,2020-12-29,2021-04-30,2021-09-26,52,976
108860014,25000002856,ERMOTIDINA,2021-01-29,2021-05-31,2021-10-27,78,976
108860014,25000002856,ERMOTIDINA,2021-02-28,2021-06-30,2021-11-26,17,976
108860014,25000002856,ERMOTIDINA,2021-03-31,2021-07-31,2021-12-27,53,976
108860014,25000002856,ERMOTIDINA,2021-05-01,2021-08-31,2022-01-27,50,976
108860014,25000002856,ERMOTIDINA,2021-05-31,2021-09-30,2022-02-26,23,976
108860014,25000002856,ERMOTIDINA,2021-07-01,2021-10-31,2022-03-29,12,976
108860014,25000002856,ERMOTIDINA,2021-07-31,2021-11-30,2022-04-28,48,976
108860014,25000002856,ERMOTIDINA,2021-08-31,2021-12-31,2022-05-29,59,976
112130296,25351030547,EXPANGEL 4%,2019-11-02,2020-01-31,2020-07-24,63,1027
112130296,25351030547,EXPANGEL 4%,2019-12-01,2020-02-29,2020-08-22,160,1027
112130296,25351030547,EXPANGEL 4%,2020-01-01,2020-03-31,2020-09-22,106,1027
112130296,25351030547,EXPANGEL 4%,2020-01-31,2020-04-30,2020-10-22,53,1027
112130296,25351030547,EXPANGEL 4%,2020-03-02,2020-05-31,2020-11-22,14,1027
112130296,25351030547,EXPANGEL 4%,2020-04-01,2020-06-30,2020-12-22,133,1027
112130296,25351030547,EXPANGEL 4%,2020-05-02,2020-07-31,2021-01-22,94,1027
112130296,25351030547,EXPANGEL 4%,2020-06-02,2020-08-31,2021-02-22,74,1027
112130296,25351030547,EXPANGEL 4%,2020-07-02,2020-09-30,2021-03-24,56,1027
112130296,25351030547,EXPANGEL 4%,2020-08-02,2020-10-31,2021-04-24,146,1027
112130296,25351030547,EXPANGEL 4%,2020-09-01,2020-11-30,2021-05-24,103,1027
112130296,25351030547,EXPANGEL 4%,2020-10-02,2020-12-31,2021-06-24,135,1027
112130296,25351030547,EXPANGEL 4%,2020-11-02,2021-01-31,2021-07-25,167,1027
112130296,25351030547,EXPANGEL 4%,2020-11-30,2021-02-28,2021-08-22,20,1027
112130296,25351030547,EXPANGEL 4%,2020-12-31,2021-03-31,2021-09-22,23,1027
112130296,25351030547,EXPANGEL 4%,2021-01-30,2021-04-30,2021-10-22,76,1027
112130296,25351030547,EXPANGEL 4%,2021-03-02,2021-05-31,2021-11-22,46,1027
112130296,25351030547,EXPANGEL 4%,2021-04-01,2021-06-30,2021-12-22,79,1027
112130296,25351030547,EXPANGEL 4%,2021-05-02,2021-07-31,2022-01-22,33,1027
112130296,25351030547,EXPANGEL 4%,2021-06-02,2021-08-31,2022-02-22,88,1027
112130296,25351030547,EXPANGEL 4%,2021-07-02,2021-09-30,2022-03-24,62,1027
112130296,25351030547,EXPANGEL 4%,2021-08-02,2021-10-31,2022-04-24,207,1027
112130296,25351030547,EXPANGEL 4%,2021-09-01,2021-11-30,2022-05-24,166,1027
