NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;TIPO_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA
105830539;25351443842;CLORIDRATO DE TRAMADOL (PORT 344/98 - LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
135690418;25351442573;CLORIDRATO DE TRAMADOL (PORT 344/98 - LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
126750061;25351041006;CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
126750063;25351041012;CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
135690243;25351181318;CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
105830388;25351176908;CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
167730257;25351673648;CLORIDRATO DE TRAMADOL (PORT 344/98 LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
118610041;25000023556;CLORIDRATO DE TRAMADOL (PORT 344/98 LT A2);MEDICAMENTO;SIMILAR;ANALGESICOS NARCOTICOS
172870084;25351192994;CLORIDRATO DE TRAMADOL (PORT. 344/98 - LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
100430767;25351029428;CLORIDRATO DE TRAMADOL (PORT. 344/98 LISTA A 2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
103700503;25351223619;CLORIDRATO DE TRAMADOL (PORT. 344/98, L-A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
113430156;25351098075;CLORIDRATO DE TRAMADOL (PORTARIA 344/98 - LISTA A2);MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
105830554;25351049999;CLORIDRATO DE TRAMADOL 50 MG/ML;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
105730439;25351785060;CLORIDRATO DE TRAMADOL+PARACETAMOL;MEDICAMENTO;GENÉRICO;ANALGESICOS NARCOTICOS
100330076;25000001181;CLORIDRATO DE TRAZODONA;MEDICAMENTO;NOVO;ANTIDEPRESSIVOS
105250059;25351453013;CLORIDRATO DE TRAZODONA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105830789;25351607084;CLORIDRATO DE TRAZODONA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
126750193;25351619608;CLORIDRATO DE TRAZODONA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
103700139;25000028251;CLORIDRATO DE TROMANTADINA;MEDICAMENTO;SIMILAR;ANTIVIROTICOS
118610080;25000020926;CLORIDRATO DE VALACICLOVIR;MEDICAMENTO;SIMILAR;ANTIVIROTICOS
102350571;25000030368;CLORIDRATO DE VALACICLOVIR;MEDICAMENTO;SIMILAR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
123520227;25351512847;CLORIDRATO DE VALACICLOVIR;MEDICAMENTO;GENÉRICO;ANTIVIROTICOS
125760005;25000002177;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
105430125;25000032324;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
108580168;25000004172;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
100430709;25351002227;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
112130170;25000009411;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
103700461;25351229962;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
137640108;25351398690;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
155620033;25351269875;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
102700129;25351175725;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
189000001;25351380722;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;;ANTIBIOTICOS SISTEMICOS SIMPLES
116370092;25351325290;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
103460017;25351765866;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
188300022;25351191727;CLORIDRATO DE VANCOMICINA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
102351173;25351864714;CLORIDRATO DE VARDENAFILA;MEDICAMENTO;GENÉRICO;VASODILATADORES
101810519;25351123223;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
102350886;25351368932;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105830590;25351367686;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
135690478;25351372578;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
167730068;25351441147;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
183260132;25351664961;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100431147;25351711347;CLORIDRATO DE VENLAFAXINA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100430926;25351143048;CLORIDRATO DE VENLAFAXINA (PORT 344/98 LISTA C1);MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
112130379;25351218005;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105730604;25351849214;CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105530286;25351002043;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
100470343;25351025330;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
146680030;25351037752;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
103700373;25351003322;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
146680086;25351038483;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
102350626;25351024493;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
105830343;25351024489;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
107140245;25351096397;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
105730389;25351822809;CLORIDRATO DE VERAPAMIL;MEDICAMENTO;GENÉRICO;ANTIANGINOSOS E VASODILATADORES
124510001;25000049043;CLORIDRATO DE VERAPAMILA;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
102351095;25351435315;CLORIDRATO DE ZIPRASIDONA;MEDICAMENTO;GENÉRICO;ANTIPSICOTICOS
105830772;25351453771;CLORIDRATO DE ZIPRASIDONA;MEDICAMENTO;GENÉRICO;ANTIPSICOTICOS
110390171;25351176077;CLORIDRATO DE ZIPRASIDONA;MEDICAMENTO;GENÉRICO;ANTIPSICOTICOS
126250099;25351649156;CLORIDRATO DE ZIPRASIDONA;MEDICAMENTO;GENÉRICO;ANTIPSICOTICOS
119610008;25000020530;CLORIDRATO PILOCARPINA + CLORIDRATO METIPRANOLOL;MEDICAMENTO;NOVO;ANTIGLAUCOMATOSOS
108580131;25000025976;CLORIDRATO TETRACICLINA + ANFOTERICINA B;MEDICAMENTO;SIMILAR;ANTIMICOTICO
167730413;25351607083;CLORIDRATRO DE TRAZODONA;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
102940075;25000012461;CLORIDRTO DE LIDOCAINA;MEDICAMENTO;SIMILAR;ANESTESICOS LOCAIS
115600103;25351025768;CLORIFEN;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
155370056;25351515145;CLORITECAN;MEDICAMENTO;SIMILAR;ANTINEOPLASICO
115600037;25000021537;CLORIZIN;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
105700030;25000011949;CLOROBUTANOL + ACIDO BORICO;MEDICAMENTO;SIMILAR;DESCONGESTIONATES OFTALMICOS
103022013;25000037558;CLOROQUINA;MEDICAMENTO;SIMILAR;ANTIMALARICOS
120190078;25000013188;CLOROQUINA;MEDICAMENTO;SIMILAR;ANTIPARASITARIOS
112330031;25000016706;CLOROQUINA  DIFOSFATO;MEDICAMENTO;SIMILAR;ANTIMALARICOS
107140088;25001011533;CLOROQUINA + PRIMAQUINA;MEDICAMENTO;SIMILAR;ANTIMALARICOS
110630094;25351011580;CLOROQUINA DIFOSFATO;MEDICAMENTO;SIMILAR;ANTIMALARICOS
120190004;25000013187;CLOROQUINA+PRIMAQUINA;MEDICAMENTO;SIMILAR;ANTIPARASITARIOS
107140183;25000004343;CLOROXINA;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
104970155;25001002873;CLORPROMAZ;MEDICAMENTO;SIMILAR;NEUROLEPTICOS
105430107;25000012864;CLORPROMAZINA;MEDICAMENTO;SIMILAR;NEUROLEPTICOS
107140197;25000040952;CLORPROMAZINA;MEDICAMENTO;SIMILAR;NEUROLEPTICOS
104070001;25000010630;CLORPROMAZINA;MEDICAMENTO;SIMILAR;NEUROLEPTICOS
104650121;25000006790;CLORPROMAZINA (PORT 344/98 L-C1);MEDICAMENTO;SIMILAR;NEUROLEPTICOS
116540001;25000017521;CLORPROMINI;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
105430060;25000009364;CLORPROPAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
104810068;25000000798;CLORPROPAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
105730267;25000002725;CLORPROPAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
122590005;25000010403;CLORPROPAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
112090019;25000004325;CLORPROPAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
104970200;25001002874;CLORPROPAMIN;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
107150105;25000006226;CLORPROPAMINA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
102350354;25000009873;CLORPROPRAMIDA;MEDICAMENTO;SIMILAR;ANTIDIABETICOS
103080008;25001026828;CLORPROX;MEDICAMENTO;SIMILAR;NEUROLEPTICOS
101160115;25000012962;CLORTALIDONA;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
104970198;25000014515;CLORTALIDONA;MEDICAMENTO;SIMILAR;DIURETICOS
105730257;25000000350;CLORTALIDONA;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
104650295;25000009991;CLORTALIDONA;MEDICAMENTO;SIMILAR;DIURETICOS
112830088;25351026754;CLORTALIDONA;MEDICAMENTO;SIMILAR;DIURETICOS
102350614;25351213161;CLORTALIDONA;MEDICAMENTO;GENÉRICO;DIURETICOS SIMPLES
105830282;25351018223;CLORTALIDONA;MEDICAMENTO;GENÉRICO;DIURETICOS
123520155;25351015198;CLORTALIDONA;MEDICAMENTO;GENÉRICO;DIURETICOS SIMPLES
172870191;25351267925;CLORTALIDONA;MEDICAMENTO;;DIURETICOS
103920191;25351811556;CLORTALIDONA;MEDICAMENTO;GENÉRICO;DIURETICOS SIMPLES
102350347;25000012581;CLORTALIL;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
135690637;25351680575;CLORTALIL;MEDICAMENTO;;DIURETICOS SIMPLES
135690691;25351300587;CLORTALIL;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
100470283;25351024751;CLORTALITON;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
104040181;25000015665;CLORTANA;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
103700119;25000023088;CLORTIL;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
141070021;25000032733;CLORTON;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
102940133;25000018657;CLOSENID;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
105500163;25351202175;CLOSTEMIN;MEDICAMENTO;SIMILAR;CICATRIZANTES
129400012;25351030772;CLOTADONA;MEDICAMENTO;SIMILAR;DIURETICOS SIMPLES
133460014;25351475913;CLOTADONA;MEDICAMENTO;;DIURETICOS SIMPLES
104971370;25351708077;CLOTADONA;MEDICAMENTO;;DIURETICOS SIMPLES
103920053;25000018428;CLOTIGEN;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
103700249;25000006825;CLOTREN;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
125680242;25351802416;CLOTRIBENE;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
120190063;25000015335;CLOTRIDERM;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
110130260;25351171630;CLOTRIGEL;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
126250031;25000034424;CLOTRIMAZOL;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
107140201;25000006310;CLOTRIMAZOL;MEDICAMENTO;SIMILAR;ANTIMICOTICO
102350440;25351005637;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
104650003;25351022712;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
101810341;25351005122;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
101810384;25351007753;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
120190126;25351021270;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
123520067;25351009877;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
110330022;25351036362;CLOTRIMAZOL;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
123520068;25351009884;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICO
127580059;25351036069;CLOTRIMAZOL;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
103700457;25351019012;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
104971327;25351354603;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
102940147;25351487858;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
113430145;25351262346;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
154230117;25351103892;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
154230118;25351103943;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
125680210;25351522711;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
167730241;25351671585;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
172870365;25351217933;CLOTRIMAZOL;MEDICAMENTO;;ANTIMICOTICOS PARA USO TOPICO
172870407;25351551630;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
155840209;25351538454;CLOTRIMAZOL;MEDICAMENTO;;ANTIMICOTICOS PARA USO TOPICO
155840269;25351538550;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
103920171;25351020688;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
183260167;25351678016;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
183260172;25351680529;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
105350199;25351336574;CLOTRIMAZOL;MEDICAMENTO;GENÉRICO;ANTIMICOTICOS PARA USO TOPICO
101810418;25351202320;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
125680096;25351050591;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
109680080;25351063983;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;MEDICAMENTO;GENÉRICO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
183260026;25351677706;CLOTRIMAZOL + ACETATO DE DEXAMETASONA;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
108970013;25351020722;CLOTRIMIX;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
156200019;25351823480;CLOTRIMIX;MEDICAMENTO;;ANTIMICOTICOS PARA USO TOPICO
103900217;25351373965;CLOTRIMIX;MEDICAMENTO;;ANTIMICOTICOS PARA USO TOPICO
108580130;25000007131;CLOTRIZAN;MEDICAMENTO;SIMILAR;ANTIMICOTICO
137640043;25351039857;CLOTRIZOL;MEDICAMENTO;SIMILAR;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
105770045;25001001065;CLOTÁSSIO;MEDICAMENTO;ESPECÍFICO;SUPLEMENTOS DIETETICOS PROTEICOS
167730560;25351358488;CLOVANTAX;MEDICAMENTO;SIMILAR;ANTIVIROTICOS
107150148;25000011402;CLOVIR;MEDICAMENTO;SIMILAR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
124510008;25000045349;CLOVITOM;MEDICAMENTO;SIMILAR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
122830017;25992002923;CLOXACILINA;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
100430916;25351087499;CLOXAZOLAM;MEDICAMENTO;GENÉRICO;ANSIOLITICOS SIMPLES
100680987;25351138868;CLOXAZOLAM;MEDICAMENTO;GENÉRICO;ANSIOLITICOS SIMPLES
103700383;25000011931;CLOXAZOLAM ( PORT 344/98  LT B1);MEDICAMENTO;SIMILAR;ANSIOLITICOS SIMPLES
104971182;25000020887;CLOXAZOLAM (PORT. 344/98 LT B1);MEDICAMENTO;SIMILAR;NEUROPSICOESTIMULANTES
104540045;25000019430;CLOZAL;MEDICAMENTO;SIMILAR;ANSIOLITICOS SIMPLES
101830148;25351108080;CLOZAPINA;MEDICAMENTO;GENÉRICO;NEUROLEPTICOS
102980378;25351108105;CLOZAPINA;MEDICAMENTO;GENÉRICO;NEUROLEPTICOS
110500052;25351013753;CLOZAPINA;MEDICAMENTO;GENÉRICO;NEUROLEPTICOS
121100271;25351316744;CLUSIVOL;MEDICAMENTO;ESPECÍFICO;POLIVITAMINICOS + SAIS MINERAIS
121100054;25992006924;CLUSIVOL COMPOSTO;MEDICAMENTO;ESPECÍFICO;POLIVITAMINICOS COM MINERAIS
102160245;25351099943;CLUSIVOL COMPOSTO;MEDICAMENTO;;POLIVITAMINICOS COM MINERAIS
112130258;25351028711;CO TAREG;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
109680066;25351007075;CO- ENALIL;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
133460019;25351475878;CO- FLOSSOTEC;MEDICAMENTO;;ANTI-HIPERTENSIVOS
100610043;25992010711;CO-CALCIODORON;MEDICAMENTO;DINAMIZADO;ASSOCIACAO HOMEOPATICAS
100470274;25351009927;CO-ENAPROTEC;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
100610017;25992010715;CO-ERYSIDORON;MEDICAMENTO;DINAMIZADO;ASSOCIACAO HOMEOPATICAS
150870020;25351015670;CO-LABOPRIL;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
100610086;25001010709;CO-PNEUMODORON;MEDICAMENTO;DINAMIZADO;ASSOCIACAO HOMEOPATICAS
102350423;25000016358;CO-PRESSEL;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
115600056;25000047004;CO-PRESSOLESS;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
103700128;25000026148;CO-PRESSOTEC;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
100290002;25000004618;CO-RENITEC;MEDICAMENTO;NOVO;ANTI-HIPERTENSIVOS
100610011;25992011525;CO-RHEUMODORON;MEDICAMENTO;DINAMIZADO;MEDICAMENTOS DINAMIZADOS COMPOSTOS
149320019;25351605765;COAGADEX;MEDICAMENTO;BIOLÓGICO;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
167730613;25351689687;COALY;MEDICAMENTO;SIMILAR;ANTIAGREGANTE PLAQUETARIO
100680103;25000028467;COARTEM;MEDICAMENTO;NOVO;ANTIMALARICOS
100840008;25991001625;COBACTIN;MEDICAMENTO;SIMILAR;ESTIMULANTES DO APETITE
105830020;25991003665;COBAGLOBAL;MEDICAMENTO;SIMILAR;ESTIMULANTES DO APETITE
120190108;25000017218;COBALAMIN 12;MEDICAMENTO;SIMILAR;ANTIANEMICOS
109680017;25000001542;COBALDOZE;MEDICAMENTO;ESPECÍFICO;ANTIANEMICOS SIMPLES
105710109;25991006177;COBALPLEX;MEDICAMENTO;ESPECÍFICO;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
110130042;25000002980;COBAMAMIDA + CLORIDRATO DE CIPROEPTADINA;MEDICAMENTO;SIMILAR;ESTIMULANTES DO APETITE
115600070;25000009895;COBAPETIT;MEDICAMENTO;SIMILAR;ESTIMULANTES DO APETITE
100820009;25001001950;COBAVITAL;MEDICAMENTO;NOVO;ESTIMULANTES DO APETITE
105530344;25351256554;COBAVITAL;MEDICAMENTO;NOVO;ESTIMULANTES DO APETITE
126940020;25000012810;COBRE  I TETRAQUIS TETRAFLUOR-BORATO;MEDICAMENTO;SIMILAR;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
106240102;25351036339;COCICHIMIL;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS ANTIREUMATICOS
118190109;25351363146;COCICHIMIL;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS ANTIREUMATICOS
142570072;25351169286;COCINAX;MEDICAMENTO;SIMILAR;ANTIGOTOSOS
103720285;25351630137;COD;MEDICAMENTO;NOVO;ANALGESICOS NARCOTICOS
103720284;25351162530;COD PAR;MEDICAMENTO;SIMILAR;ANALGESICOS NARCOTICOS
100680898;25351001391;CODATEN;MEDICAMENTO;NOVO;ANALGESICOS NARCOTICOS
102980199;25000031256;CODEIN;MEDICAMENTO;NOVO;ANALGESICOS NARCOTICOS
104650272;25000011286;CODERGINE;MEDICAMENTO;SIMILAR;VASODILATADORES CEREBRAIS
100470281;25351024752;CODERHEXAL;MEDICAMENTO;SIMILAR;VASODILATADORES CEREBRAIS
104971209;25000005009;CODEX;MEDICAMENTO;SIMILAR;ANALGESICOS NARCOTICOS
113000226;25991015354;CODEÍNA + GUAICOLATO DE GLICERINA + FENILTOLOXAMINA;MEDICAMENTO;SIMILAR;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS
105530262;25001024708;CODOFEN;MEDICAMENTO;SIMILAR;ANALGESICOS NAO NARCOTICOS
143810007;25991014038;CODRINAN;MEDICAMENTO;SIMILAR;BRONCODILATADORES
154230202;25351423073;CODYLEX;MEDICAMENTO;SIMILAR;ANALGESICOS NARCOTICOS
141070057;25000032731;COENAPLEX;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
103940092;25000007701;COEX;MEDICAMENTO;NOVO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
128420012;25000009412;COEZYME COMPOSITUM;MEDICAMENTO;DINAMIZADO;ASSOCIACAO HOMEOPATICAS
109740280;25351368049;COGIT;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
100330147;25351235104;COGLIVE;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
100330181;25351099484;COGLIVE;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
118600098;25351214280;COGNITUS;MEDICAMENTO;FITOTERÁPICO;FITOTERAPICO SIMPLES + OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
102980499;25351010327;COGNIVA;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
131360003;25000030032;COLA CIRÚRGICA;MEDICAMENTO;SIMILAR;ANTI-HEMORRAGICOS
102350029;25991011480;COLACHOFRA;MEDICAMENTO;SIMILAR;COLAGOGOS E COLERETICOS
104650234;25000009146;COLAGENASE + CLORANFENICOL;MEDICAMENTO;SIMILAR;CICATRIZANTES
105500153;25351198110;COLAXOL;MEDICAMENTO;SIMILAR;CICATRIZANTES
100470232;25000014264;COLCHICINA;MEDICAMENTO;SIMILAR;ANTIGOTOSOS
110330038;25351040747;COLCHICINA;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS ANTIREUMATICOS
154230203;25351404906;COLCHICINA;MEDICAMENTO;GENÉRICO;ANTIGOTOSOS
120190075;25000010508;COLCHIN;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS ANTIREUMATICOS
101180109;25000009375;COLCHIS;MEDICAMENTO;SIMILAR;ANTIGOTOSOS
101180595;25351410945;COLCHIS;MEDICAMENTO;NOVO;ANTIGOTOSOS
101180609;25351229111;COLCHIS;MEDICAMENTO;NOVO;ANTIGOTOSOS
178170882;25351727341;COLEDUE;MEDICAMENTO;GENÉRICO;ANTILIPEMICOS
120330009;25992012845;COLESTASE;MEDICAMENTO;SIMILAR;ANTIDIARREICOS-ASSOCIACOES MEDICAMENTOSAS
105830694;25351488996;COLEVACOL;MEDICAMENTO;SIMILAR;ANTILIPEMICOS
102351225;25351367317;COLIAFT;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
