NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;DATA_DE_CONSUMO;QUANTIDADE
100660005;25991000151;BÁLSAMO BRANCO;;
138410048;25351141589;BÊVITER;;
104150041;25351008263;C  MEDICA D1 + C  IPECACUANHA D1 + C UMBELLATA D1 + G GLABRA D1;;
102350025;25991003203;C- CÁLCIO;;
116370039;25000001807;C-PLATIN;;
145330005;25351010560;C-VITAM;;
102350896;25992010637;CAAS;;
102350894;25001012972;CAAS - C;;
100431196;25351807863;CABAZITAXEL;;
151430019;25351839384;CABAZITAXEL;;
151430020;25351513085;CABAZRED;;
102980410;25351693944;CABEREDUX;;
122140090;25351587017;CABERGOLINA;;
102980409;25351615207;CABERGOLINA;;
110630134;25351247411;CABERGOLINA;;
198830001;25351055328;CABERGOLINA;;
104920229;25351676623;CABERGOLINA;;
102351161;25351308145;CABERGOLINA;;
110390214;25351149842;CABERGOLINA;;
105830808;25351354382;CABERGOLINA;;
135690677;25351360281;CABERGOLINA;;
167730428;25351360367;CABERGOLINA;;
125680257;25351012531;CABERGOLINA;;
122140091;25351669829;CABERTRIX;;
116540058;25351207947;CABIOTEN;;
183260480;25351073926;CABLIVI;;
169770004;25351245711;CABOMETYX;;
105730480;25351647390;CADENZA;;
102160106;25351047739;CADUET;;
100930198;25000033514;CAELYX;;
166140012;25351035345;CAELYX;;
112363399;25351095710;CAELYX;;
101160019;25992007647;CAFEINA + DIPIRONA + ISOMETEPTENO;;
104290091;25000020502;CAFIASPIRINA;;
170560015;25351212383;CAFIASPIRINA;;
103940537;25351323280;CAFILISADOR;;
172870411;25351334281;CAFILISADOR;;
178170097;25351653311;CAFILISADOR;;
126350003;25000016391;CAL-ASSIMILATE;;
102350646;25351193784;CAL-C;;
102160096;25351168560;CALADRYL;;
157210004;25351270198;CALADRYL;;
104400182;25351082050;CALADRYL;;
143810061;25351033106;CALAMED;;
110330020;25351036358;CALAMINA;;
115700013;25000016659;CALAMINA  + ASSOCIAÇÕES;;
102350332;25992017933;CALAMINA  + ASSOCIAÇÕES;;
108580232;25000023428;CALAMINA + ASSOCIAÇÕES;;
109220101;25001007499;CALAMINA + CLORIDRATO DE DINEFIDRAMINA + CANFORA;;
104650326;25000035296;CALAMYN;;
172870287;25351228253;CALAMYN;;
155840134;25351564046;CALAMYN;;
120190027;25000013940;CALAPHYL;;
118610229;25351014029;CALATO;;
137640067;25351194277;CALCHEK;;
118610055;25000030584;CALCICHELL;;
115700001;25000016656;CALCIFERRIN;;
115600076;25000007130;CALCIFIX B12;;
115600163;25351131014;CALCIFIX COMPOSTO B12;;
115600092;25000007131;CALCIFIX IRRADIADO;;
105250013;25351039524;CALCIGARD RETARD;;
113000249;25992004806;CALCIGENOL;;
105530116;25000008671;CALCIJEX;;
198600005;25351068825;CALCIJEX;;
142590008;25351551210;CALCIMEC D3;;
109170008;25992018769;CALCIMED;;
109170096;25351239313;CALCIMED;;
106390188;25000026975;CALCIMIN;;
102350018;25992017313;CALCINOL COMPLEXO;;
136310006;25000020797;CALCIO + MAGNESIO + ZINCO;;
139330004;25351010268;CALCIO + V ITAMINA D;;
111930020;25001000314;CALCIOBION;;
106890114;25025050179;CALCIODEX;;
100610087;25992010710;CALCIODORON 1;;
105710034;25000015876;CALCIOFAR;;
117570003;25000019658;CALCIOLIT;;
103900127;25000026913;CALCIOMAX;;
138410038;25351124746;CALCIOVITAL B12;;
106390183;25000013395;CALCITON;;
109740069;25000015516;CALCITONINA;;
108560105;25001003109;CALCITONINA HUMANA SINTETICA;;
100840149;25000019668;CALCITONINA SINTETICA DE SALMÃO;;
100890203;25000016724;CALCITONINA SINTÉTICA;;
108970039;25351019352;CALCITRAN  B12;;
156200002;25351549014;CALCITRAN B12;;
103900219;25351303367;CALCITRAN B12;;
138410015;25351224974;CALCITRIMAX;;
104070086;25000001106;CALCITRIOL;;
104650342;25000031464;CALCITRIOL;;
100680147;25000002252;CALCIUM D3;;
101070337;25351326111;CALCIUM D3;;
100680033;25992001228;CALCIUM SANDOZ;;
101070327;25351601675;CALCIUM SANDOZ;;
100680947;25992001098;CALCIUM SANDOZ + VITAMINA C;;
100681051;25351262587;CALCIUM SANDOZ + VITAMINA C LARANJA;;
101070325;25351601698;CALCIUM SANDOZ + VITAMINA C LARANJA;;
113000201;25001004713;CALCORT;;
183260416;25351627006;CALCORT;;
104040064;25001006058;CALCYLON;;
172870463;25351516679;CALCYLON;;
156650003;25351336813;CALDROX D;;
101550216;25000020153;CALDÊ;;
122140072;25351006507;CALFACTANTE;;
104400015;25992015044;CALFERON;;
115200363;25000023401;CALICIDA;;
105110009;25351204677;CALICIDA TELL;;
105700034;25001016365;CALM. DOR;;
105700003;25992000990;CALMADOR;;
100490106;25351405533;CALMADOR;;
104730043;25351734937;CALMALEVHY;;
118610017;25992005568;CALMAN;;
137640173;25351339409;CALMAN;;
104670025;25004000470;CALMANTE FARMAERVAS;;
111990030;25351163386;CALMANTINA;;
10440003;25991008425;CALMAPAX;;
104040165;25000016259;CALMAPELE;;
115600201;25351655158;CALMASYN;;
154000047;25351155737;CALMAVITA;;
144930042;25351049161;CALMAZIL;;
105290017;25000010346;CALMI;;
178170893;25351660661;CALMINEX DICLO;;
178170916;25351124661;CALMINEX DICLO;;
100930273;25000002747;CALMINEX H;;
172870530;25351286507;CALMINEX H E CALMINEX ATLETA;;
178170784;25351268889;CALMINEX H E CALMINEX ATLETA;;
109630061;25351407681;CALMINTHEO;;
105770174;25351005572;CALMIPLAN;;
120090004;25000017252;CALMIT BIONATUS;;
120090027;25351537321;CALMITANE;;
101810282;25992005829;CALMOCITENO;;
104400114;25000021010;CALMONEX;;
116780013;25351331727;CALMOPLANTAS;;
109220208;25351745389;CALMOXIL;;
141070626;25351513637;CALMPHAR PI;;
100431013;25351313382;CALNATE;;
116800031;25025005653;CALOTRAT;;
106890091;25351067038;CALOTRAT;;
100250060;25992021118;CALPOL;;
116180269;25351304194;CALQUENCE;;
100680049;25001009060;CALSAN;;
105710124;25000009100;CALSOL;;
113000308;25991010428;CALSYNAR;;
100580065;25000014161;CALTONIN;;
121100119;25000040198;CALTRATE 600 + D;;
102160247;25351099956;CALTRATE 600 + D;;
121100124;25351030470;CALTRATE 600 + M;;
121100272;25351347945;CALTRATE 600 + M;;
102160244;25351099942;CALTRATE 600 + M;;
100330045;25000006406;CALTREN;;
102470063;25992019165;CALVIPAR;;
107150126;25000009941;CALZEM;;
105760004;25992028317;CALÊNDULA CONCRETA;;
105500032;25992020048;CAMBEM;;
115200039;25000024862;CAMOMILA;;
100660003;25992011184;CAMOMILA COMPOSTA CATARINENSE;;
118600073;25351029849;CAMOMILA CREME;;
101910061;25992000773;CAMOMILINA C;;
110130015;25000019605;CAMOXIN;;
100200125;25351302342;CAMPATH;;
100890222;25000007086;CAMPRAL;;
123890053;25000035987;CAMPTOSAR;;
102160147;25351025942;CAMPTOSAR;;
121100434;25351099926;CAMPTOSAR;;
106460216;25351003770;CAMPTRIX;;
100290033;25351024646;CANCIDAS;;
126750172;25351767994;CANDECOR;;
126750180;25351612158;CANDECOR HCT;;
105830767;25351764928;CANDEMED;;
105830774;25351612120;CANDEMED HCT;;
102350279;25001007975;CANDERM;;
167730181;25351648291;CANDERM;;
102351089;25351738886;CANDESARTANA CILEXETILA;;
105830766;25351752935;CANDESARTANA CILEXETILA;;
167730390;25351753297;CANDESARTANA CILEXETILA;;
126750175;25351759285;CANDESARTANA CILEXETILA;;
112130469;25351555830;CANDESARTANA CILEXETILA;;
105730479;25351647355;CANDESARTANA CILEXETILA;;
105730673;25351011413;CANDESARTANA CILEXETILA;;
135170012;25351377750;CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA;;
102351097;25351557773;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
105830773;25351579879;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
126750179;25351592382;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
167730398;25351579764;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
100470529;25351183174;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
100330177;25351340945;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
154230218;25351413658;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;
135690666;25351764945;CANDESSA;;
100890399;25351132102;CANDESSA;;
135690670;25351602247;CANDESSA HCT;;
100890398;25351132088;CANDESSA HCT;;
105730066;25991003698;CANDICORT;;
105730149;25001009364;CANDIDERM;;
110860043;25000030556;CANDIFLOX;;
105830591;25351488805;CANDIGRAN;;
167730203;25351653497;CANDIGRAN;;
103700078;25000014186;CANDITRAT;;
105730214;25000013396;CANDIZOL;;
146950036;25351182171;CANDNAZOL;;
105730067;25991008199;CANDORAL;;
170560102;25351212365;CANESTEN;;
103940488;25351030567;CANFORA + MENTOL;;
149910001;25351005869;CANFORA + MENTOL + SALICILATO DE METILA + TEREBINTINA;;
106480012;25991005339;CANFORA + TEREMBITINA + SALICILATO DE METILA;;
104290096;25000033956;CANFORA/MENTOL/EUCALIPTOL/OLEO NOZ MOSC./OLEO FOL. CEDRO/OL. TIMO;;
167730392;25351762521;CANSARCOR;;
167730399;25351597623;CANSARCOR HCT;;
109220083;25992013754;CANSILATO DE SODIO + ASSOCIAÇÕES;;
146820045;25351093840;CAPECARE;;
146820040;25351683876;CAPECITABINA;;
100431209;25351764760;CAPECITABINA;;
123520247;25351374113;CAPELIV;;
105040045;25992007102;CAPIBARYNE;;
101460010;25992005210;CAPILAREMA;;
105830709;25351353729;CAPINSON;;
101460081;25351197436;CAPOBAL;;
167730194;25351357761;CAPONA;;
100470278;25351022806;CAPOTEC  HCT;;
101800007;25991001819;CAPOTEN;;
104971218;25351000160;CAPOTRAT;;
104650052;25991002512;CAPOTRINEO;;
172870293;25351236467;CAPOTRINEO;;
155840126;25351555404;CAPOTRINEO;;
155840493;25351596662;CAPOTRINEO;;
154230001;25351222099;CAPOX;;
154230006;25351222861;CAPOX H;;
116180246;25351740540;CAPRELSA;;
125430028;25351012391;CAPRELSA;;
113001195;25351172348;CAPRELSA;;
183260326;25351190522;CAPRELSA;;
103700186;25000009797;CAPRIL;;
110570015;25000006106;CAPRILAT;;
181000015;25351400533;CAPS-IPEN;;
104540157;25000009807;CAPSAICINA;;
105740042;25000019931;CAPSALIV;;
152050002;25351551709;CAPSFEN;;
101750021;25351597103;CAPSFEN;;
120600027;25351108809;CAPSPLAN;;
115570036;25000016362;CAPTIL;;
100490092;25351008534;CAPTO-BRAS;;
105350104;25000015600;CAPTOCORD;;
118190026;25000002394;CAPTOLAB;;
118190205;25351391884;CAPTOLAB;;
109220167;25351160764;CAPTOLIN;;
106240088;25351005566;CAPTOMAX;;
105710115;25000011084;CAPTOMIDO;;
104080041;25000032526;CAPTON;;
125210037;25351200060;CAPTOPHEX;;
105770156;25000031333;CAPTOPIRIL;;
125660011;25000017592;CAPTOPRIL;;
123520022;25000031880;CAPTOPRIL;;
105430115;25000033552;CAPTOPRIL;;
104920130;25000018685;CAPTOPRIL;;
101620206;25000000995;CAPTOPRIL;;
115200022;25000004454;CAPTOPRIL;;
102350454;25351014263;CAPTOPRIL;;
100890265;25351021350;CAPTOPRIL;;
100020070;25000008722;CAPTOPRIL;;
106460148;25000020502;CAPTOPRIL;;
112130229;25351030163;CAPTOPRIL;;
104450106;25351023449;CAPTOPRIL;;
100470327;25351019528;CAPTOPRIL;;
107150129;25000004674;CAPTOPRIL;;
101810329;25351002675;CAPTOPRIL;;
100680178;25351032931;CAPTOPRIL;;
108580106;25000001931;CAPTOPRIL;;
108860031;25351008451;CAPTOPRIL;;
152130003;25351038892;CAPTOPRIL;;
146680002;25351037750;CAPTOPRIL;;
101310018;25001005267;CAPTOPRIL;;
147420005;25351008063;CAPTOPRIL;;
112100027;25351007938;CAPTOPRIL;;
102980314;25351194790;CAPTOPRIL;;
105830265;25351005017;CAPTOPRIL;;
100430892;25351215934;CAPTOPRIL;;
123520127;25351214871;CAPTOPRIL;;
100470395;25351191931;CAPTOPRIL;;
103920161;25351042340;CAPTOPRIL;;
103700452;25351043606;CAPTOPRIL;;
135690205;25351018933;CAPTOPRIL;;
104041966;25351061696;CAPTOPRIL;;
125680153;25351233443;CAPTOPRIL;;
143810155;25351254863;CAPTOPRIL;;
167730319;25351666026;CAPTOPRIL;;
183260127;25351693607;CAPTOPRIL;;
105350181;25351460814;CAPTOPRIL;;
118190163;25351725510;CAPTOPRIL;;
100380098;25351669808;CAPTOPRIL;;
104650241;25000009144;CAPTOPRIL + HIDROCLOROTIAZIDA;;
112130263;25351020865;CAPTOPRIL + HIDROCLOROTIAZIDA;;
100470335;25351021323;CAPTOPRIL + HIDROCLOROTIAZIDA;;
103920151;25351031199;CAPTOPRIL + HIDROCLOROTIAZIDA;;
101810455;25351005182;CAPTOPRIL + HIDROCLOROTIAZIDA;;
100680912;25351205012;CAPTOPRIL + HIDROCLOROTIAZIDA;;
105830280;25351027271;CAPTOPRIL + HIDROCLOROTIAZIDA;;
102350624;25351026247;CAPTOPRIL + HIDROCLOROTIAZIDA;;
100470421;25351116958;CAPTOPRIL + HIDROCLOROTIAZIDA;;
115600047;25000004456;CAPTOPRON;;
141070025;25000023664;CAPTOSEN;;
100470262;25000018592;CAPTOTEC;;
100470627;25351515137;CAPTOTEC;;
103920044;25000015656;CAPTOZEN;;
105830959;25351128848;CAPY;;
102350645;25351018236;CAPYLA-HAIR;;
135690610;25351515871;CAPYLA-HAIR;;
135690678;25351480521;CAPYLA-HAIR;;
105730756;25351858089;CAPZAT;;
110860032;25000035408;CARB BISMUTO+CARB MAGNESIO+CARB CALCIO+BICARBONATO SODIO;;
125660006;25000012920;CARBAMAZEPINA;;
105430120;25000010710;CARBAMAZEPINA;;
135480046;25000003925;CARBAMAZEPINA;;
108580214;25000012372;CARBAMAZEPINA;;
112130224;25351021871;CARBAMAZEPINA;;
101160182;25351027284;CARBAMAZEPINA;;
102350023;25000005861;CARBAMAZEPINA;;
102350548;25351000571;CARBAMAZEPINA;;
105530285;25351233129;CARBAMAZEPINA;;
105830283;25351211211;CARBAMAZEPINA;;
100680992;25351106150;CARBAMAZEPINA;;
104650407;25351240307;CARBAMAZEPINA;;
103700472;25351076855;CARBAMAZEPINA;;
100681023;25351068974;CARBAMAZEPINA;;
101810485;25351254536;CARBAMAZEPINA;;
101810520;25351121417;CARBAMAZEPINA;;
107140247;25351209641;CARBAMAZEPINA;;
113430180;25351545964;CARBAMAZEPINA;;
172870324;25351224898;CARBAMAZEPINA;;
155840066;25351534961;CARBAMAZEPINA;;
100470534;25351619830;CARBAMAZEPINA;;
183260224;25351708407;CARBAMAZEPINA;;
183260225;25351683490;CARBAMAZEPINA;;
105730685;25351011440;CARBAMAZEPINA;;
121170092;25000019400;CARBASALATO DE CALCIO;;
104260064;25351163625;CARBAX;;
101310013;25001005265;CARBAZOL;;
103700237;25000030933;CARBIDOL;;
105430121;25000011097;CARBIDOPA + LEVODOPA;;
112130227;25351023062;CARBIDOPA / LEVODOPA;;
103700322;25000026249;CARBITAL;;
143810037;25000030875;CARBOCIN;;
106460062;25000022809;CARBOCISTEINA;;
100490060;25000010773;CARBOCISTEINA;;
107140209;25000040862;CARBOCISTEINA;;
134270004;25025050172;CARBOCISTEINA;;
102640042;25000019103;CARBOCISTEINA;;
101810352;25351016728;CARBOCISTEINA;;
101810353;25351016742;CARBOCISTEINA;;
125680033;25351020010;CARBOCISTEINA;;
125680034;25351020012;CARBOCISTEINA;;
102350514;25000023633;CARBOCISTEINA;;
102690062;25351033237;CARBOCISTEINA;;
112130335;25351010426;CARBOCISTEINA;;
126750085;25351351343;CARBOCISTEINA;;
183260164;25351699204;CARBOCISTEINA;;
183260257;25351699816;CARBOCISTEINA;;
105730709;25351011430;CARBOCISTEINA;;
102350461;25351015119;CARBOCISTEÍNA;;
100890283;25351003118;CARBOCISTEÍNA;;
103700397;25351203000;CARBOCISTEÍNA;;
104650394;25351055266;CARBOCISTEÍNA;;
115600152;25351061077;CARBOCISTEÍNA;;
102350732;25351217113;CARBOCISTEÍNA;;
105830400;25351228396;CARBOCISTEÍNA;;
143810094;25351074579;CARBOCISTEÍNA;;
105830492;25351336890;CARBOCISTEÍNA;;
135690362;25351338064;CARBOCISTEÍNA;;
154230081;25351337002;CARBOCISTEÍNA;;
105830550;25351487632;CARBOCISTEÍNA;;
135690426;25351487537;CARBOCISTEÍNA;;
102350850;25351487690;CARBOCISTEÍNA;;
109170074;25351164588;CARBOCISTEÍNA;;
172870158;25351221724;CARBOCISTEÍNA;;
155840094;25351534928;CARBOCISTEÍNA;;
105770157;25000005813;CARBOFAN;;
100330122;25351017800;CARBOLIBBS;;
104920058;25001007756;CARBOLIM;;
104920213;25351723680;CARBOLIM;;
100430518;25992012446;CARBOLITIUM;;
121170089;25000023700;CARBONATO DE CALCIO;;
101830131;25351033898;CARBONATO DE CALCIO;;
149910004;25351005865;CARBONATO DE CALCIO + ASSOC.;;
137950010;25000011297;CARBONATO DE CALCIO + CALCIFEROL;;
101070080;25000005363;CARBONATO DE CALCIO + HEXAMETAFOSFATO(POLIMETAFOSFATO DE SODIO);;
105730237;25000041780;CARBONATO DE CALCIO + LACTOGLICONATO DE CALCIO;;
123520038;25000009867;CARBONATO DE CÁLCIO;;
100663376;25351012195;CARBONATO DE CÁLCIO;;
113430167;25351695995;CARBONATO DE LÍTIO;;
121170087;25000019386;CARBONATO DE MAGNESIO + OXIDO DE MAGNESIO;;
100430775;25351034286;CARBOPLATINA;;
110130239;25351456709;CARBOPLATINA;;
110130240;25351046562;CARBOPLATINA;;
155370003;25351313675;CARBOPLATINA;;
120190103;25000014055;CARBOTOSS;;
147610018;25351199824;CARBOTRAT;;
145170006;25000049279;CARBOXIL;;
101470154;25351004247;CARBOXIMETILCELULOSE;;
131190009;25000004574;CARBOXIMETILCELULOSE SODICO;;
127580061;25351200121;CARBVITA - D 500;;
181000016;25351399516;CARD-IPEN;;
100820008;25000016057;CARDALIN  RETARD;;
102351068;25351680375;CARDBET;;
126750328;25351167345;CARDBET;;
100470260;25000018587;CARDBLOC;;
103700107;25000021566;CARDCOR;;
103700665;25351767188;CARDCOR;;
105350115;25351025697;CARDGOX;;
113001137;25351010890;CARDIALE;;
103700367;25000033446;CARDICORON;;
100330066;25000021371;CARDILOL;;
105040024;25000000939;CARDILOM;;
102350510;25000014641;CARDINOR;;
105830483;25351070117;CARDIO AAS ENTÉRICO;;
105830240;25000020706;CARDIOAAS;;
104290094;25351025597;CARDIOASPIRINA;;
104080020;25000016940;CARDIODOPA;;
100610062;25351031384;CARDIODORON WELEDA;;
126940019;25000003710;CARDIOLITE;;
110570021;25000006109;CARDIOMET;;
150870012;25351015652;CARDIONATO;;
150870016;25351015664;CARDIONATO - H;;
102940094;25000035301;CARDIONIL;;
102470053;25001021329;CARDIOPAX GOTAS;;
106550049;25001017948;CARDIOPINA;;
100020076;25000008723;CARDIOPRANOL;;
113430069;25000000886;CARDIORON;;
104760010;25991001927;CARDIOSETYL;;
104760053;25351614427;CARDIOSETYL M;;
122140029;25000016564;CARDIOXANE;;
103110055;25000024018;CARDIOXINA;;
100020077;25000009150;CARDIOXINA;;
108970017;25351192547;CARDITRIL;;
156200005;25351823804;CARDITRIL;;
118190034;25000002402;CARDIX;;
110570017;25000003040;CARDIXIN;;
103670062;25001001316;CARDIZEM;;
138410061;25351281768;CARDOMARIN;;
109860029;25351000145;CARDPREX;;
102160046;25000011715;CARDURAN;;
121100398;25351099749;CARDURAN;;
102160276;25351422809;CARDURAN;;
115350006;25351574164;CARDURAN;;
150870019;25351016329;CARDVITA;;
150870028;25351015660;CARDVITA-H;;
127580044;25351200125;CARECLEAN;;
127580054;25351011497;CAREFLUZOL;;
102351336;25351441534;CARELI;;
127580050;25351221258;CARES FOOT;;
127580037;25351179011;CARESS DERME;;
141070002;25000023639;CARIDERM;;
100431230;25351631744;CARISOPRODOL + DICLOFENACO DE SÓDIO + PARACETAMOL+ CAFEÍNA;;
103720250;25351581090;CARLIT;;
103700125;25000013867;CARMAZIN;;
105730004;25992001990;CARNABOL;;
105730390;25351870584;CARNABOL KIDS;;
101550217;25000016905;CARNITAN;;
163280002;25351335136;CARNITINE;;
105430074;25000009368;CARODESIN;;
120090021;25000011977;CARQUEJA AMARGA BIONATUS;;
103970065;25000018611;CARRAGENATO;;
100430669;25000009388;CARTAN;;
107140178;25000008086;CARTESON;;
102160047;25000004170;CARTRAX;;
121100422;25351097380;CARTRAX;;
103707000;25000004672;CARUBA;;
105500169;25000010476;CARVECOR;;
135690037;25351007532;CARVEDILAT;;
135690684;25351668780;CARVEDILAT;;
121170083;25000014271;CARVEDILOL;;
101550215;25000016894;CARVEDILOL;;
112130342;25351067334;CARVEDILOL;;
101810585;25351648031;CARVEDILOL;;
113001086;25351311527;CARVEDILOL;;
155370025;25351558520;CARVEDILOL;;
100470515;25351677163;CARVEDILOL;;
102351073;25351704280;CARVEDILOL;;
105830751;25351706738;CARVEDILOL;;
167730373;25351700293;CARVEDILOL;;
126750160;25351046508;CARVEDILOL;;
110390175;25351149793;CARVEDILOL;;
183260126;25351693624;CARVEDILOL;;
105730594;25351693795;CARVEDILOL;;
167730374;25351719027;CARVEGRAN;;
167730480;25351395955;CARVEGRAN;;
133460002;25000001235;CARVEROL;;
104971372;25351707878;CARVEROL;;
110860024;25351015627;CARVÃO VEGETAL ATIVADO;;
127580032;25351040687;CASCAFLAZ;;
142570032;25351021622;CASCALAX;;
149590007;25351014507;CASCARA  SAGRADA FLORA AMAZON;;
140580005;25351167833;CASCARA SAGRADA;;
121020008;25351160758;CASCARA SAGRADA 330;;
126090142;25351067930;CASCARA SAGRADA AMAZON ERVAS;;
145010004;25351060851;CASCARA SAGRADA BRASMED;;
137070004;25351022381;CASCARA SAGRADA FLORA  MEDICINAL;;
118600009;25023133168;CASCARA SAGRADA HERBARIUM;;
121390016;25351174927;CASCARA SAGRADA YANTEN;;
116180062;25000011418;CASODEX;;
107150040;25992020525;CASPACIL;;
137070007;25991006022;CASSAU;;
100770041;25992015115;CASSAÚ COMPOSTO;;
148500001;25351028083;CASSIA  ANGUSTIFOLIA;;
142570052;25351040018;CASSIA ANGUSTIFOLIA VAHL;;
112700026;25000014235;CASTANHA DA INDIA;;
118600020;25351039715;CASTANHA DA INDIA;;
126090143;25351067933;CASTANHA DA INDIA AMAZON ERVAS;;
103420053;25992021247;CASTANHA DA INDIA COMPOSTA;;
137070008;25351025546;CASTANHA DA INDIA FLORA MEDICINAL;;
155590004;25351008687;CASTANHA DA INDIA FLORA MEDICINAL;;
105350213;25351566795;CASTANHA DA INDIA GLOBO;;
102640048;25351070354;CASTANHA DA INDIA MILLER;;
123970039;25351608278;CASTANHA DA INDIA ORIENT;;
109980028;25351021299;CASTANHA DA INDIA VITAHERVAS;;
101740052;25351103910;CASTANHA DA INDIA ZURITA;;
101740055;25351752324;CASTANHA DA INDIA ZURITA;;
105710138;25351465322;CASTANHA DA ÍNDIA;;
111990028;25351179630;CASTANHA DA ÍNDIA 100 MG MAKROFARMA;;
135170060;25351733670;CASTANHA DA ÍNDIA ALTHAIA;;
103420051;25351362276;CASTANHA DA ÍNDIA ATALAIA;;
145010012;25351060870;CASTANHA DA ÍNDIA BRASMED;;
111990004;25001010933;CASTANHA DA ÍNDIA COMPOSTA;;
137640106;25351222085;CASTANHA DA ÍNDIA COMPOSTA;;
102030021;25001013389;CASTANHA DA ÍNDIA COMPOSTA INFABRA;;
116780001;25023984203;CASTANHA DA ÍNDIA EC;;
118600080;25351143226;CASTANHA DA ÍNDIA HERBARIUM;;
106240239;25351460844;CASTANHA DA ÍNDIA MILIAN;;
118190122;25351354717;CASTANHA DA ÍNDIA MULTILAB;;
123970014;25351199068;CASTANHA DA ÍNDIA ORIENT;;
146820017;25351371259;CASTANHA DA ÍNDIA TKS;;
142570070;25351206507;CASTANHEX;;
109130011;25351209120;CASTANHODO;;
102910010;25000004419;CASTANIODO;;
139540001;25351205483;CASTANWAY;;
150400001;25351188519;CAT''S  CLAW;;
100680038;25001001884;CATAFLAM;;
100681092;25351001118;CATAFLAMPRO;;
101070328;25351047367;CATAFLAMPRO;;
115600069;25000004470;CATAFLEXYM;;
115600094;25000004465;CATAFLEXYM;;
109860010;25000008365;CATALGEN;;
102690055;25000023362;CATAREN;;
101810262;25991002936;CATOPROL;;
103920098;25000018524;CATRIX;;
104650275;25000006895;CATUABA + ASSOCIAÇÕES;;
100660015;25991006611;CATUAMA;;
123890071;25351027755;CAULIM COLOIDAL + PECTINA CITRICA;;
105730121;25991012171;CAUTEREX;;
118600037;25351204891;CAVALINHA  HERBARIUM;;
145010009;25351060895;CAVALINHA BRASMED;;
116780009;25351048614;CAVALINHA EC;;
118600083;25351633132;CAVALINHA HERBARIUM;;
123970032;25351256328;CAVALINHA ORIENT;;
102160203;25351029968;CAVERJECT;;
121100407;25351098033;CAVERJECT;;
123890011;25000009162;CAVERJET;;
107150031;25000006014;CAZIDERM;;
107150044;25001010762;CAZIGERAN;;
100890071;25992000288;CEBION;;
121420668;25351490561;CEBION;;
100890009;25001001041;CEBION CÁLCIO;;
121420664;25351490530;CEBION CÁLCIO;;
100890010;25991010399;CEBION GLICOSE;;
100890332;25351414172;CEBION ZINCO;;
121420667;25351490537;CEBION ZINCO;;
155840506;25351115405;CEBRACOX;;
100330101;25351038820;CEBRALAT;;
155840379;25351419949;CEBRAVASC;;
100330090;25000016726;CEBRILIN;;
100330127;25351067073;CEBRILIN;;
100330212;25351227100;CECI;;
135690033;25351224960;CECLOR;;
123520084;25351016303;CECNOIN;;
118190087;25351623238;CECOFENE;;
118190158;25351720791;CECOFENE;;
103920056;25000018541;CECOFLAN;;
100380046;25000015233;CEDIL;;
100680068;25992015169;CEDILANIDE;;
108580204;25000004280;CEDOR;;
135690005;25992012099;CEDOZELIN;;
141070005;25000023657;CEDRILAX;;
100930055;25991007170;CEDRIN;;
167730313;25351673791;CEDROXIL;;
167730525;25351057732;CEDROXIL;;
101000558;25991003883;CEDUR;;
104971443;25351009442;CEF;;
104971444;25351009441;CEF;;
107150140;25000010960;CEFABEN;;
104650224;25000035273;CEFABRINA;;
143810062;25351021138;CEFACIMED;;
143810191;25351182177;CEFACIMED;;
106890129;25351001296;CEFACLIN;;
103700103;25000022299;CEFACLOR;;
100630134;25000000195;CEFACLOR;;
101160143;25000013469;CEFACLOR;;
106460076;25000024395;CEFACLOR;;
100620144;25000026759;CEFACLOR;;
126030018;25000012403;CEFACLOR;;
109860022;25000020615;CEFACLOR;;
110130048;25000011683;CEFACLOR;;
100890211;25000013312;CEFACLOR;;
123520041;25351016592;CEFACLOR;;
123520053;25351016594;CEFACLOR;;
105730146;25001019347;CEFACLOR;;
100680171;25351022952;CEFACLOR;;
146680022;25351039248;CEFACLOR;;
102350540;25351003179;CEFACLOR;;
102350541;25351003448;CEFACLOR;;
126750022;25351215746;CEFACLOR;;
101810464;25351051246;CEFACLOR;;
101810470;25351071385;CEFACLOR;;
105830386;25351056837;CEFACLOR;;
135690245;25351061257;CEFACLOR;;
167730297;25351665993;CEFACLOR;;
120190096;25000008691;CEFACLOR;;
183260212;25351697576;CEFACLOR;;
183260147;25351699385;CEFACLOR MONOIDRATADO;;
104650305;25000020903;CEFACLOREN;;
115600053;25000046991;CEFADRIN;;
177940018;25351577260;CEFADRIN;;
115600228;25351211373;CEFADRIN;;
109170053;25000011280;CEFADROX;;
123520052;25351016226;CEFADROXIL;;
105440002;25000011659;CEFADROXIL;;
146680043;25351160583;CEFADROXIL;;
123520098;25351003956;CEFADROXIL;;
126750023;25351215762;CEFADROXIL;;
